gouvernorat,delegation,superficie,nb_pieces,chambres,salle_de_bains,etat,etage,prix
tunis,Ain Zaghouan,64,2.0,1,1,nan,1,319000.0
tunis,Ariana Ville,140,3.0,2,2,nan,1,720000.0
tunis,Ain Zaghouan,40,1.0,1,1,nan,1,245000.0
tunis,Ain Zaghouan,235,5.0,4,3,nan,1,1100000.0
tunis,Ariana Ville,140,4.0,3,2,1-5 ans,6,330000.0
tunis,Ariana Ville,132,4.0,3,2,Moins d'un an,1,458000.0
tunis,Ariana Ville,85,3.0,2,1,Moins d'un an,1,311000.0
tunis,Ariana Ville,117,3.0,2,2,Moins d'un an,1,410000.0
tunis,Gammarth,160,3.0,2,3,1-5 ans,2,750000.0
tunis,Ariana Ville,140,3.0,2,1,Bon état,1,520000.0
tunis,Les Berges Du Lac,210,3.0,2,2,Nouveau,1,1400000.0
tunis,Cite El Khadra,110,2.0,2,1,nan,1,210000.0
tunis,Les Berges Du Lac,164,3.0,2,2,Nouveau,1,1215000.0
tunis,Ariana Ville,69,2.0,1,1,nan,1,413000.0
tunis,Les Berges Du Lac,183,4.0,3,2,Bon état,1,790000.0
tunis,Ariana Ville,200,3.0,2,3,5-10 ans,3,1350000.0
tunis,La Goulette,74,2.0,2,1,nan,1,250000.0
tunis,Bab El Khadra,140,17.0,13,7,Bon état,1,770000.0
tunis,Ariana Ville,175,1.0,3,3,10-20 ans,3,720000.0
tunis,Ettahrir,90,3.0,2,1,10-20 ans,1,190000.0
tunis,Ain Zaghouan,117,4.0,2,1,Nouveau,1,378000.0
tunis,Ariana Ville,90,2.0,2,1,Nouveau,1,480000.0
tunis,Ain Zaghouan,165,4.0,4,2,1-5 ans,4,780000.0
tunis,Ariana Ville,126,3.0,2,1,Moins d'un an,3,669000.0
tunis,El Menzah 7,70,2.0,1,1,Moins d'un an,2,310000.0
tunis,Gammarth,110,4.0,3,2,Bon état,1,290000.0
tunis,Ain Zaghouan,163,5.0,3,2,Nouveau,1,734000.0
tunis,Ain Zaghouan,137,4.0,3,2,Bon état,1,295000.0
tunis,Ariana Ville,75,2.0,1,1,Nouveau,1,413000.0
tunis,Ariana Ville,86,3.0,2,1,Moins d'un an,1,330000.0
tunis,Ariana Ville,196,2.0,2,3,Moins d'un an,1,827000.0
tunis,Ariana Ville,130,4.0,3,1,Moins d'un an,1,520000.0
tunis,Ariana Ville,119,4.0,3,2,Moins d'un an,1,401000.0
tunis,Ariana Ville,101,3.0,2,1,Moins d'un an,2,388000.0
tunis,Aouina,118,3.0,2,1,Moins d'un an,1,357000.0
tunis,Ain Zaghouan,138,3.0,2,2,Nouveau,1,727000.0
tunis,Gammarth,132,5.0,1,1,5-10 ans,1,700000.0
tunis,Ain Zaghouan,121,3.0,2,2,Nouveau,1,438440.0
tunis,Ariana Ville,175,4.0,3,2,Nouveau,1,986000.0
tunis,Ariana Ville,290,4.0,3,3,Moins d'un an,1,1100000.0
tunis,Cite El Khadra,90,3.0,2,1,30-50 ans,4,170000.0
tunis,Ariana Ville,103,5.0,2,1,Moins d'un an,2,576800.0
tunis,Le Bardo,54,3.0,3,1,30-50 ans,1,100000.0
tunis,Ariana Ville,130,4.0,3,2,5-10 ans,1,800000.0
tunis,Cite El Khadra,165,5.0,4,2,30-50 ans,6,385000.0
tunis,Gammarth,121,2.0,1,1,1-5 ans,1,750000.0
tunis,Gammarth,207,4.0,3,3,Moins d'un an,2,724500.0
tunis,Ariana Ville,110,3.0,2,1,10-20 ans,1,350000.0
tunis,Gammarth,137,3.0,2,2,Bon état,1,880000.0
tunis,Ariana Ville,90,3.0,2,1,Nouveau,1,490000.0
tunis,El Manar,117,1.0,3,1,30-50 ans,7,215000.0
tunis,Ariana Ville,83,3.0,2,1,10-20 ans,1,310000.0
tunis,Ain Zaghouan,202,5.0,4,2,Bon état,7,620000.0
tunis,Gammarth,138,3.0,2,1,Nouveau,1,693700.0
tunis,Gammarth,139,3.0,2,2,Moins d'un an,1,583800.0
tunis,Gammarth,140,2.0,2,1,Nouveau,1,385000.0
tunis,Gammarth,142,3.0,2,2,Moins d'un an,1,637828.0
tunis,Gammarth,136,3.0,2,1,Moins d'un an,1,743230.0
tunis,Ain Zaghouan,136,3.0,2,2,Nouveau,1,570000.0
tunis,Ain Zaghouan,71,3.0,2,2,Nouveau,1,410000.0
tunis,Ariana Ville,200,4.0,3,3,1-5 ans,1,980000.0
tunis,Ariana Ville,134,4.0,3,3,Bon état,1,490000.0
tunis,Ariana Ville,133,2.0,2,1,nan,1,450000.0
tunis,Ariana Ville,246,5.0,4,3,Bon état,1,753000.0
tunis,Ariana Ville,115,3.0,2,1,1-5 ans,6,420000.0
tunis,Ariana Ville,99,2.0,2,1,Nouveau,1,592600.0
tunis,El Manar,180,6.0,3,2,20-30 ans,2,495000.0
tunis,Les Berges Du Lac,210,3.0,2,1,nan,1,1400000.0
tunis,Ariana Ville,140,3.0,2,3,Moins d'un an,1,1097450.0
tunis,Ariana Ville,99,3.0,2,2,Moins d'un an,2,592600.0
tunis,Ariana Ville,170,4.0,3,2,5-10 ans,3,650000.0
tunis,Ariana Ville,67,1.0,1,1,Bon état,1,282000.0
tunis,Ariana Ville,52,2.0,1,1,Nouveau,1,296294.0
tunis,Bab Bhar,130,4.0,3,1,Bon état,1,420000.0
tunis,Ariana Ville,147,3.0,2,2,1-5 ans,3,470000.0
tunis,Bab Saadoun,87,4.0,3,1,Bon état,1,240000.0
tunis,Aouina,111,3.0,2,2,Nouveau,1,422000.0
tunis,Ariana Ville,93,2.0,3,1,Nouveau,1,499566.0
tunis,Les Berges Du Lac,300,2.0,2,1,Nouveau,1,1580000.0
tunis,Les Berges Du Lac,123,3.0,2,2,Bon état,1,510000.0
tunis,Ain Zaghouan,123,3.0,2,2,Nouveau,1,478000.0
tunis,Ariana Ville,170,3.0,2,2,Moins d'un an,1,790000.0
tunis,Ariana Ville,280,5.0,4,4,Moins d'un an,1,2190000.0
tunis,Ariana Ville,88,1.0,2,2,Moins d'un an,1,413000.0
tunis,Ariana Ville,125,4.0,3,2,Moins d'un an,1,430000.0
tunis,Ain Zaghouan,103,3.0,2,2,Nouveau,1,359000.0
tunis,Ain Zaghouan,63,2.0,1,1,Nouveau,1,350000.0
tunis,Ariana Ville,186,4.0,2,1,nan,1,600000.0
tunis,Gammarth,170,4.0,3,1,Bon état,1,550000.0
tunis,Ain Zaghouan,117,4.0,3,2,Nouveau,1,458000.0
tunis,Ariana Ville,160,4.0,3,3,Nouveau,1,580000.0
tunis,Ariana Ville,117,2.0,2,1,Nouveau,1,643500.0
tunis,Ariana Ville,252,4.0,3,3,Nouveau,1,947300.0
tunis,Ariana Ville,154,3.0,2,3,Nouveau,1,593000.0
tunis,Ariana Ville,126,3.0,2,1,Nouveau,1,698701.0
tunis,Ariana Ville,174,4.0,3,3,Moins d'un an,1,1314800.0
tunis,Bab El Khadra,144,4.0,3,1,Bon état,1,175000.0
tunis,El Ouardia,120,2.0,2,1,nan,1,175000.0
tunis,Ariana Ville,163,4.0,3,3,Moins d'un an,1,650000.0
tunis,Les Berges Du Lac,194,4.0,3,2,Bon état,1,865000.0
tunis,Ain Zaghouan,41,1.0,1,1,Nouveau,1,245000.0
tunis,Les Berges Du Lac,100,3.0,2,1,Nouveau,1,410000.0
tunis,Ain Zaghouan,60,2.0,1,1,Nouveau,1,335000.0
tunis,Ariana Ville,176,3.0,2,2,1-5 ans,1,550000.0
tunis,Ariana Ville,224,5.0,4,3,5-10 ans,1,760000.0
tunis,Ain Zaghouan,165,3.0,3,1,1-5 ans,1,580000.0
tunis,Les Berges Du Lac,185,4.0,3,2,Moins d'un an,1,820000.0
tunis,Ariana Ville,145,3.0,2,2,Moins d'un an,1,660000.0
tunis,Gammarth,147,3.0,2,1,Nouveau,1,565100.0
tunis,Aouina,121,3.0,2,1,Bon état,2,271000.0
tunis,Gammarth,138,3.0,2,1,Moins d'un an,1,692453.0
tunis,Ariana Ville,163,4.0,3,3,Moins d'un an,2,734000.0
tunis,Ariana Ville,222,5.0,4,3,1-5 ans,1,1350000.0
tunis,El Ouardia,257,3.0,5,1,Nouveau,1,380000.0
tunis,Ariana Ville,120,3.0,3,1,5-10 ans,2,160000.0
tunis,Ariana Ville,108,3.0,2,2,Moins d'un an,1,363000.0
tunis,Aouina,75,2.0,1,1,Bon état,1,260000.0
tunis,Ain Zaghouan,150,3.0,2,2,Bon état,1,320000.0
tunis,Les Berges Du Lac,111,1.0,2,1,5-10 ans,1,530000.0
tunis,Ariana Ville,146,3.0,2,2,1-5 ans,20,750000.0
tunis,Ariana Ville,87,3.0,2,1,1-5 ans,5,450000.0
ariana,La Soukra,95,4.0,3,1,Bon état,1,140000.0
tunis,Ariana Ville,82,2.0,2,1,Nouveau,1,450000.0
ariana,La Soukra,300,5.0,2,1,nan,1,870000.0
ariana,Ariana Ville,300,8.0,7,3,Bon état,1,980000.0
tunis,Les Berges Du Lac,155,4.0,3,2,5-10 ans,1,760000.0
ariana,Cite El Ghazela,110,3.0,2,1,Moins d'un an,1,378100.0
ariana,Cite El Ghazela,139,4.0,3,2,Nouveau,3,489800.0
ariana,Cite Ennasr,152,4.0,3,3,Moins d'un an,5,519000.0
ariana,Cite Ennasr,128,4.0,3,1,1-5 ans,1,350000.0
ariana,La Soukra,157,3.0,3,1,Nouveau,1,495000.0
ariana,La Soukra,116,2.0,2,1,Nouveau,1,470000.0
ariana,La Soukra,127,2.0,2,1,nan,1,380000.0
ariana,Ariana Ville,143,3.0,2,2,Nouveau,1,404000.0
ariana,La Soukra,83,2.0,2,1,nan,1,283370.0
ariana,La Soukra,93,3.0,2,2,Nouveau,1,405000.0
ariana,La Soukra,160,4.0,3,2,1-5 ans,6,520000.0
ariana,El Menzah 7,145,4.0,3,1,Bon état,1,270000.0
ariana,Ariana Ville,102,2.0,2,1,nan,1,320000.0
ariana,Cite Ennasr,167,3.0,3,1,Nouveau,1,395000.0
ariana,La Soukra,130,3.0,2,1,Bon état,1,245000.0
ariana,Ariana Ville,90,2.0,2,1,Bon état,3,190000.0
ariana,La Soukra,214,3.0,3,1,1-5 ans,3,635000.0
ariana,La Soukra,130,2.0,1,1,1-5 ans,1,445000.0
ariana,Cite Ennasr,140,4.0,3,3,Bon état,1,410000.0
ariana,Ariana Ville,59,2.0,1,1,Bon état,2,169000.0
ariana,Ariana Ville,130,2.0,2,1,nan,1,350000.0
ariana,Raoued,150,4.0,3,3,Bon état,1,500000.0
ariana,Ariana Ville,147,4.0,3,3,Nouveau,1,411000.0
ariana,La Soukra,111,3.0,2,2,Nouveau,1,457000.0
ariana,El Menzah 7,130,4.0,3,2,5-10 ans,2,360000.0
ariana,Cite Ennasr,68,1.0,1,1,Bon état,3,195000.0
ariana,Ariana Ville,145,4.0,4,2,Bon état,1,345000.0
ariana,La Soukra,100,3.0,2,1,Bon état,1,150000.0
ariana,La Soukra,225,3.0,2,2,1-5 ans,1,665000.0
ariana,El Menzah 7,81,2.0,1,1,1-5 ans,1,385810.0
ariana,La Soukra,122,3.0,2,1,Moins d'un an,2,494530.0
ariana,La Soukra,113,3.0,2,2,Nouveau,1,457492.0
ariana,Cite Ennasr,129,5.0,4,1,Bon état,1,495000.0
ariana,El Menzah 7,157,4.0,3,1,Bon état,1,365000.0
ariana,La Soukra,122,4.0,3,2,Moins d'un an,1,541000.0
ariana,Cite El Ghazela,175,4.0,3,1,Moins d'un an,1,599700.0
ariana,Cite El Ghazela,129,3.0,2,1,Moins d'un an,1,364600.0
ariana,Cite El Ghazela,171,4.0,3,2,Moins d'un an,1,495700.0
ariana,Cite El Ghazela,136,3.0,2,1,Moins d'un an,1,384000.0
ariana,Cite El Ghazela,134,3.0,2,1,Moins d'un an,4,349300.0
ariana,Cite El Ghazela,117,3.0,2,1,Moins d'un an,5,324000.0
ariana,La Soukra,63,2.0,1,1,Nouveau,1,282000.0
ariana,Cite El Ghazela,111,3.0,2,1,Moins d'un an,5,322300.0
ariana,Cite Ennasr,90,3.0,2,1,Bon état,1,255000.0
ariana,La Soukra,93,2.0,2,1,nan,1,368100.0
ariana,Cite El Ghazela,104,3.0,2,2,Moins d'un an,6,285800.0
ariana,Cite El Ghazela,173,2.0,3,1,Nouveau,1,418600.0
ariana,Cite El Ghazela,151,3.0,3,1,Nouveau,1,387800.0
ariana,Cite El Ghazela,194,3.0,3,1,Nouveau,1,498400.0
ariana,Cite El Ghazela,140,2.0,2,1,Nouveau,1,392000.0
ariana,La Soukra,167,3.0,3,1,Nouveau,1,690000.0
ariana,La Soukra,140,3.0,2,1,Nouveau,1,430000.0
ariana,La Soukra,70,2.0,1,1,Nouveau,2,285000.0
ariana,La Soukra,157,3.0,3,1,Nouveau,1,505000.0
ariana,La Soukra,99,3.0,2,1,Nouveau,2,396000.0
ariana,La Soukra,78,2.0,1,1,Moins d'un an,1,237000.0
ariana,La Soukra,84,2.0,1,1,Bon état,1,320000.0
ariana,La Soukra,143,3.0,2,2,Bon état,7,395000.0
ariana,La Soukra,138,3.0,2,2,Bon état,1,430000.0
ariana,El Menzah 7,70,3.0,2,1,Bon état,1,212000.0
ariana,El Menzah 7,75,1.0,1,1,1-5 ans,3,200000.0
ariana,Cite Ennasr,146,4.0,3,1,Bon état,1,460000.0
ariana,Cite Ennasr,130,4.0,3,2,Bon état,1,365000.0
ariana,Cite Ennasr,116,3.0,2,2,Moins d'un an,4,395000.0
ariana,Cite Ennasr,100,2.0,1,1,1-5 ans,4,315000.0
ariana,Cite El Ghazela,144,4.0,3,2,Nouveau,1,335000.0
ariana,El Menzah 7,140,4.0,3,2,Bon état,1,235000.0
ariana,La Soukra,60,2.0,1,1,Nouveau,1,295000.0
ariana,La Soukra,115,3.0,2,2,Moins d'un an,1,480000.0
ariana,La Soukra,120,2.0,1,1,1-5 ans,1,285000.0
ariana,El Menzah 7,100,2.0,2,1,nan,1,260000.0
ariana,La Soukra,148,4.0,3,2,Nouveau,1,570501.0
ariana,La Soukra,59,1.0,1,1,Nouveau,1,234500.0
ariana,La Soukra,99,3.0,2,1,Bon état,1,250000.0
ariana,La Soukra,153,3.0,2,2,Moins d'un an,2,425000.0
ariana,La Soukra,74,2.0,2,1,Bon état,1,275000.0
ariana,El Menzah 7,150,2.0,2,1,nan,1,330000.0
ariana,Ariana Ville,132,4.0,3,2,Bon état,1,370000.0
ariana,Raoued,300,5.0,4,2,Bon état,1,370000.0
ariana,Ariana Ville,130,4.0,3,2,Bon état,1,230000.0
ariana,La Soukra,120,3.0,2,2,Nouveau,1,396000.0
ariana,El Menzah 7,63,2.0,1,1,Bon état,1,175000.0
ariana,Cite Ennasr,55,1.0,1,1,1-5 ans,1,187000.0
ariana,El Menzah 7,50,2.0,1,1,Bon état,1,175000.0
ariana,Ariana Ville,155,5.0,4,2,Nouveau,1,700000.0
ariana,Cite Ennasr,200,4.0,3,2,Nouveau,1,400000.0
ariana,La Soukra,112,2.0,3,1,Nouveau,1,380000.0
ariana,Raoued,300,23.0,19,10,Bon état,1,1500000.0
ariana,Cite El Ghazela,89,3.0,2,1,Moins d'un an,1,284800.0
ariana,Ariana Ville,86,2.0,2,1,Nouveau,1,250000.0
ariana,La Soukra,111,3.0,2,1,Bon état,1,330000.0
ariana,Cite Ennasr,39,2.0,1,1,Nouveau,1,180000.0
ariana,La Soukra,123,3.0,2,2,Moins d'un an,1,511640.0
ariana,Ariana Ville,70,3.0,2,1,Bon état,1,175000.0
ariana,La Soukra,80,2.0,2,1,nan,1,180000.0
ariana,Raoued,144,4.0,3,2,Moins d'un an,1,330000.0
ariana,Raoued,127,4.0,3,2,Moins d'un an,1,295000.0
ariana,La Soukra,76,1.0,1,1,1-5 ans,1,197600.0
ariana,Cite El Ghazela,136,3.0,2,1,Moins d'un an,1,375000.0
ariana,Cite El Ghazela,188,4.0,3,2,Moins d'un an,1,526400.0
ariana,La Soukra,214,4.0,3,3,1-5 ans,1,650000.0
ariana,La Soukra,152,4.0,3,3,1-5 ans,1,445000.0
ariana,La Soukra,143,4.0,3,3,1-5 ans,1,371800.0
ariana,La Soukra,130,3.0,2,2,Moins d'un an,2,365000.0
ariana,La Soukra,117,3.0,2,2,Nouveau,1,467461.0
ariana,Raoued,57,2.0,1,1,Moins d'un an,1,135000.0
ariana,Cite Ennasr,150,4.0,3,2,Bon état,1,450000.0
ariana,La Soukra,97,3.0,2,2,Nouveau,1,405784.0
ariana,Cite El Ghazela,71,2.0,1,1,Moins d'un an,1,234400.0
ariana,La Soukra,115,3.0,2,2,Moins d'un an,2,480000.0
ariana,Cite El Ghazela,69,2.0,1,1,Moins d'un an,1,235000.0
ariana,Ariana Ville,69,2.0,1,1,Nouveau,1,173875.0
ariana,La Soukra,118,4.0,3,2,Moins d'un an,2,581000.0
ariana,La Soukra,120,1.0,3,2,Nouveau,1,245500.0
tunis,Ariana Ville,126,3.0,2,2,Moins d'un an,2,668701.0
tunis,Ariana Ville,219,5.0,3,5,Nouveau,1,1095000.0
tunis,Ariana Ville,133,2.0,2,1,Nouveau,1,560500.0
tunis,Gammarth,160,2.0,2,1,Nouveau,1,560000.0
tunis,Ariana Ville,252,3.0,3,1,1-5 ans,1,1200000.0
tunis,Cite El Khadra,116,1.0,3,1,30-50 ans,3,100000.0
tunis,Ariana Ville,183,9.0,5,1,20-30 ans,1,455000.0
tunis,Ariana Ville,300,4.0,3,2,Moins d'un an,4,2100000.0
tunis,Aouina,180,4.0,3,3,1-5 ans,6,550000.0
tunis,Ariana Ville,127,3.0,2,2,Moins d'un an,2,662000.0
tunis,Le Bardo,71,3.0,2,1,10-20 ans,4,120000.0
tunis,Ain Zaghouan,120,2.0,2,1,5-10 ans,4,250000.0
tunis,Montfleury,123,4.0,3,2,Bon état,1,235000.0
tunis,Ariana Ville,264,4.0,3,2,1-5 ans,2,1100000.0
tunis,Ariana Ville,168,4.0,3,3,Moins d'un an,3,926000.0
tunis,El Menzah 7,120,3.0,2,2,5-10 ans,1,360000.0
tunis,El Menzah 7,180,4.0,3,3,5-10 ans,1,450000.0
tunis,Ariana Ville,300,3.0,3,1,Moins d'un an,1,1800000.0
tunis,Ariana Ville,120,3.0,2,2,Moins d'un an,1,950000.0
tunis,Cite El Khadra,137,5.0,3,2,10-20 ans,5,1700000.0
tunis,Aouina,72,2.0,1,1,Moins d'un an,1,273600.0
tunis,Ariana Ville,175,4.0,3,2,Moins d'un an,2,926500.0
tunis,Les Berges Du Lac,300,5.0,4,4,5-10 ans,7,1500000.0
tunis,El Manar,81,2.0,2,1,nan,1,215000.0
tunis,Ariana Ville,126,3.0,2,1,Moins d'un an,2,670000.0
tunis,El Ouardia,200,4.0,3,1,Bon état,1,150000.0
tunis,Bab Bhar,100,4.0,3,1,Nouveau,1,250000.0
tunis,Les Berges Du Lac,240,4.0,3,2,Bon état,3,1800000.0
tunis,El Ouardia,160,5.0,3,1,Bon état,1,300000.0
tunis,Sidi Hassine,80,3.0,2,1,10-20 ans,1,120000.0
tunis,Le Bardo,90,1.0,2,1,5-10 ans,1,125000.0
tunis,Ariana Ville,185,5.0,4,3,5-10 ans,1,590000.0
tunis,Les Berges Du Lac,289,4.0,3,3,Moins d'un an,4,1500000.0
tunis,Montplaisir,156,6.0,5,2,20-30 ans,5,400000.0
tunis,Ariana Ville,150,4.0,3,1,Bon état,1,510000.0
tunis,Ariana Ville,208,5.0,3,2,5-10 ans,1,850000.0
tunis,Les Berges Du Lac,115,3.0,2,2,Bon état,1,880000.0
tunis,Le Bardo,85,3.0,2,1,Bon état,4,145000.0
tunis,Gammarth,200,6.0,3,2,Moins d'un an,1,750000.0
tunis,Aouina,60,2.0,1,1,Bon état,1,179000.0
tunis,Ariana Ville,90,2.0,1,1,Bon état,1,400000.0
tunis,Ariana Ville,200,4.0,3,1,Bon état,1,585000.0
tunis,Ain Zaghouan,165,3.0,2,1,5-10 ans,2,520000.0
tunis,Ain Zaghouan,110,5.0,3,1,5-10 ans,7,270000.0
tunis,Gammarth,206,4.0,3,2,Nouveau,2,790000.0
tunis,El Omrane,130,8.0,4,2,70-100 ans,2,195000.0
tunis,Ariana Ville,200,5.0,4,2,5-10 ans,1,600000.0
tunis,Bab Bhar,160,4.0,4,1,Bon état,1,300000.0
tunis,La Goulette,178,4.0,3,3,Moins d'un an,2,720000.0
tunis,Sijoumi,30,2.0,1,1,1-5 ans,2,100000.0
tunis,Les Berges Du Lac,200,5.0,3,3,10-20 ans,1,850000.0
tunis,Ariana Ville,30,1.0,1,1,Nouveau,1,300000.0
tunis,Les Berges Du Lac,220,4.0,3,2,Bon état,5,1200000.0
tunis,Le Bardo,135,4.0,3,1,Bon état,1,280000.0
tunis,El Manar,140,2.0,2,1,nan,1,260000.0
tunis,Gammarth,300,2.0,2,1,nan,1,1800000.0
tunis,El Ouardia,300,10.0,9,3,Bon état,1,430000.0
tunis,Gammarth,152,3.0,2,3,Bon état,1,920000.0
tunis,Ariana Ville,160,3.0,2,3,Nouveau,1,865000.0
tunis,Bab Bhar,300,10.0,8,5,Bon état,1,600000.0
tunis,La Goulette,69,3.0,2,1,Bon état,1,165000.0
tunis,Aouina,145,4.0,3,2,5-10 ans,18,340000.0
tunis,Ariana Ville,75,1.0,2,1,nan,1,450000.0
tunis,El Manar,144,1.0,3,2,10-20 ans,1,345000.0
tunis,Ariana Ville,110,3.0,2,1,5-10 ans,1,280000.0
tunis,Les Berges Du Lac,234,5.0,4,3,Bon état,1,980000.0
tunis,Ain Zaghouan,112,3.0,2,2,Moins d'un an,1,450000.0
tunis,Aouina,135,4.0,3,2,5-10 ans,4,269000.0
tunis,Ariana Ville,187,4.0,3,1,1-5 ans,4,780000.0
tunis,Les Berges Du Lac,280,3.0,2,1,5-10 ans,4,1200000.0
tunis,Les Berges Du Lac,69,2.0,1,1,Moins d'un an,2,413000.0
tunis,Ain Zaghouan,122,3.0,2,1,1-5 ans,1,304000.0
tunis,Ariana Ville,216,4.0,3,2,Moins d'un an,3,850000.0
tunis,Ariana Ville,157,4.0,3,2,1-5 ans,1,965000.0
tunis,El Ouardia,114,4.0,3,1,30-50 ans,2,250000.0
tunis,Ariana Ville,243,2.0,2,1,nan,1,1300000.0
tunis,El Manar,140,1.0,3,2,Bon état,1,450000.0
tunis,Les Berges Du Lac,122,3.0,2,2,Moins d'un an,2,731000.0
tunis,El Menzah 7,110,4.0,3,2,Bon état,1,250000.0
tunis,Aouina,118,2.0,2,1,1-5 ans,2,335000.0
tunis,Ariana Ville,77,2.0,1,1,nan,1,465000.0
tunis,Gammarth,140,3.0,2,2,10-20 ans,20,895000.0
tunis,Les Berges Du Lac,300,4.0,2,1,nan,1,4500000.0
tunis,Les Berges Du Lac,300,5.0,4,3,Bon état,3,1500000.0
tunis,El Menzah 7,213,3.0,2,1,10-20 ans,6,470000.0
tunis,Ariana Ville,140,3.0,2,3,Nouveau,1,700000.0
tunis,Ariana Ville,99,3.0,2,1,Moins d'un an,2,592601.0
tunis,Ariana Ville,130,4.0,3,3,1-5 ans,2,880000.0
tunis,Aouina,60,2.0,1,1,5-10 ans,6,175000.0
tunis,El Ouardia,65,3.0,2,1,1-5 ans,19,140000.0
tunis,Ariana Ville,128,3.0,2,2,1-5 ans,2,445000.0
tunis,Les Berges Du Lac,160,4.0,3,3,Bon état,1,750000.0
tunis,Ain Zaghouan,133,2.0,2,1,Nouveau,1,520000.0
tunis,Les Berges Du Lac,205,4.0,3,3,Bon état,1,820000.0
tunis,Hrairia,81,4.0,3,1,10-20 ans,4,100000.0
tunis,Gammarth,128,3.0,2,2,5-10 ans,1,840000.0
tunis,Les Berges Du Lac,220,4.0,3,3,1-5 ans,1,1300000.0
tunis,Les Berges Du Lac,300,5.0,4,3,10-20 ans,1,1100000.0
tunis,Les Berges Du Lac,69,2.0,1,1,Bon état,1,413000.0
tunis,Cite El Khadra,160,6.0,5,2,20-30 ans,8,400000.0
tunis,Ariana Ville,300,10.0,8,1,1-5 ans,1,1300000.0
tunis,Montfleury,70,3.0,2,1,30-50 ans,5,100000.0
tunis,Ariana Ville,152,5.0,3,1,10-20 ans,2,285000.0
tunis,Aouina,155,4.0,3,1,5-10 ans,6,340000.0
tunis,Aouina,145,4.0,3,2,5-10 ans,2,355000.0
tunis,El Ouardia,70,3.0,3,1,Bon état,1,220000.0
tunis,Ariana Ville,152,1.0,4,2,Nouveau,1,550000.0
tunis,Gammarth,130,1.0,2,1,Nouveau,1,380000.0
tunis,El Menzah 7,117,2.0,2,2,Nouveau,1,409500.0
tunis,Gammarth,209,4.0,3,1,Moins d'un an,1,732000.0
tunis,Aouina,44,1.0,1,1,Moins d'un an,1,169000.0
tunis,Ariana Ville,120,3.0,2,2,1-5 ans,4,500000.0
tunis,Ariana Ville,300,7.0,4,5,1-5 ans,1,2300000.0
tunis,El Menzah 7,202,4.0,4,3,Nouveau,4,792750.0
tunis,El Ouardia,136,1.0,4,1,Nouveau,1,160000.0
tunis,Ain Zaghouan,100,3.0,2,1,1-5 ans,20,430000.0
tunis,Le Bardo,100,4.0,3,1,Bon état,1,240000.0
tunis,El Omrane,93,4.0,4,1,Bon état,1,135000.0
tunis,Aouina,135,4.0,3,1,1-5 ans,2,350000.0
tunis,Ariana Ville,147,3.0,2,2,1-5 ans,1,650000.0
tunis,El Menzah 7,70,1.0,1,1,Nouveau,3,279110.0
tunis,Ariana Ville,120,3.0,2,1,Moins d'un an,3,380000.0
tunis,Ariana Ville,80,2.0,1,1,Nouveau,1,442000.0
tunis,La Goulette,56,1.0,1,2,10-20 ans,5,215000.0
tunis,El Ouardia,300,9.0,7,4,Bon état,1,2100000.0
tunis,Gammarth,145,4.0,3,3,Nouveau,1,1350000.0
ben-arous,El Mourouj,225,7.0,5,2,Bon état,2,450000.0
tunis,Le Bardo,154,3.0,2,1,Bon état,1,260000.0
tunis,El Manar,110,3.0,2,1,10-20 ans,1,275000.0
tunis,Bab Bhar,90,3.0,3,2,Bon état,1,175000.0
tunis,Bab Bhar,160,32.0,24,8,Bon état,1,1500000.0
tunis,Ariana Ville,172,4.0,3,2,Bon état,1,848000.0
tunis,El Ouardia,179,5.0,3,1,10-20 ans,2,480000.0
tunis,El Ouardia,115,3.0,2,2,Moins d'un an,1,280000.0
tunis,Cite El Khadra,110,4.0,3,1,Bon état,3,255000.0
tunis,Ariana Ville,150,4.0,3,2,20-30 ans,1,590000.0
tunis,Ariana Ville,128,3.0,2,2,Nouveau,1,640000.0
tunis,Ariana Ville,150,2.0,2,1,nan,1,510000.0
tunis,Ariana Ville,125,2.0,2,1,nan,1,725000.0
tunis,Ariana Ville,225,5.0,2,1,nan,1,700000.0
tunis,Aouina,121,3.0,2,1,Bon état,1,300000.0
tunis,Aouina,90,3.0,2,1,Bon état,1,270000.0
tunis,Ain Zaghouan,131,4.0,3,1,Nouveau,1,410000.0
tunis,Ariana Ville,106,6.0,6,1,Nouveau,1,820000.0
tunis,Aouina,147,6.0,4,3,1-5 ans,1,380000.0
tunis,Aouina,118,3.0,2,1,Bon état,1,225000.0
tunis,Aouina,100,3.0,2,1,Bon état,1,180000.0
tunis,Aouina,85,3.0,2,1,Bon état,1,195000.0
tunis,La Goulette,134,3.0,3,1,5-10 ans,3,380000.0
tunis,Ariana Ville,95,2.0,2,1,nan,1,540000.0
tunis,Aouina,105,2.0,1,1,Bon état,1,285000.0
tunis,Ain Zaghouan,160,4.0,3,2,Bon état,1,440000.0
tunis,Ain Zaghouan,116,3.0,2,1,Nouveau,1,350000.0
tunis,Ariana Ville,240,6.0,4,2,Bon état,1,360000.0
tunis,Les Berges Du Lac,185,3.0,3,2,Nouveau,1,795000.0
tunis,Ain Zaghouan,110,3.0,2,1,Bon état,1,240000.0
tunis,El Ouardia,177,2.0,2,1,nan,1,230000.0
tunis,Gammarth,250,3.0,3,1,Nouveau,1,1250000.0
