gouvernorat,delegation,superficie,nb_pieces,chambres,salle_de_bains,etat,etage,prix
ariana,La Soukra,114,3.0,2,2,Moins d'un an,1,419000.0
ariana,La Soukra,100,2.0,2,1,Nouveau,1,210000.0
ariana,Raoued,250,5.0,2,1,Nouveau,1,125000.0
ariana,Cite Ennasr,118,3.0,2,1,Nouveau,1,420000.0
ariana,La Soukra,65,2.0,1,1,Bon état,1,273000.0
ariana,La Soukra,131,2.0,2,1,nan,1,509810.0
ariana,La Soukra,247,2.0,2,1,nan,1,710000.0
ariana,La Soukra,123,3.0,2,2,1-5 ans,1,435000.0
ariana,Ariana Ville,146,2.0,2,1,nan,1,360000.0
ariana,Ariana Ville,101,2.0,2,1,nan,1,385000.0
ariana,La Soukra,57,2.0,2,1,nan,1,220000.0
ariana,Cite Ennasr,125,4.0,3,2,20-30 ans,3,389000.0
ariana,La Soukra,92,3.0,2,2,Nouveau,1,372066.0
ariana,El Menzah 7,175,4.0,3,2,1-5 ans,3,449000.0
ariana,Ariana Ville,50,1.0,1,1,10-20 ans,1,160000.0
ariana,La Soukra,110,3.0,2,1,nan,1,400000.0
ariana,La Soukra,68,2.0,2,1,nan,1,189000.0
ariana,Cite Ennasr,90,3.0,2,1,Bon état,1,280000.0
ariana,La Soukra,200,2.0,2,1,nan,1,830000.0
ariana,Cite Ennasr,156,5.0,4,2,1-5 ans,5,540000.0
ariana,La Soukra,153,3.0,3,1,Moins d'un an,1,540000.0
ariana,La Soukra,91,2.0,3,1,Bon état,1,225000.0
ariana,La Soukra,80,2.0,2,1,nan,1,350000.0
ariana,La Soukra,30,1.0,1,1,Bon état,1,300000.0
ariana,La Soukra,61,2.0,1,1,Nouveau,1,268000.0
ariana,La Soukra,175,4.0,3,3,Nouveau,1,575000.0
ariana,La Soukra,117,1.0,2,2,Nouveau,1,460000.0
ariana,La Soukra,126,3.0,2,1,Bon état,1,370000.0
ariana,La Soukra,108,3.0,2,1,Nouveau,1,441000.0
ariana,Cite Ennasr,118,3.0,2,1,10-20 ans,4,380000.0
ariana,La Soukra,116,3.0,2,1,nan,1,330000.0
ariana,La Soukra,117,3.0,2,1,Nouveau,1,440000.0
ariana,La Soukra,132,4.0,4,2,Bon état,1,420000.0
ariana,La Soukra,117,3.0,2,1,Nouveau,1,460000.0
ariana,La Soukra,124,4.0,4,2,Bon état,1,300000.0
ariana,Cite Ennasr,140,4.0,3,2,10-20 ans,1,349000.0
ariana,Cite Ennasr,152,4.0,3,2,Bon état,1,490000.0
ariana,Raoued,131,3.0,2,1,Nouveau,4,281650.0
ariana,La Soukra,64,2.0,2,1,Moins d'un an,1,241000.0
ariana,Ariana Ville,160,1.0,1,1,Nouveau,1,100000.0
ariana,La Soukra,147,3.0,3,1,Nouveau,1,420000.0
ariana,La Soukra,112,3.0,2,1,Bon état,1,335000.0
ariana,Cite Ennasr,190,4.0,3,2,Nouveau,1,450000.0
ariana,La Soukra,200,4.0,3,1,20-30 ans,1,370000.0
ariana,Cite Ennasr,136,4.0,2,1,nan,1,480000.0
ariana,Ariana Ville,110,2.0,2,1,Nouveau,1,250000.0
ariana,Cite Ennasr,67,2.0,1,1,5-10 ans,1,180000.0
ariana,La Soukra,170,4.0,3,2,Bon état,1,570000.0
ariana,La Soukra,145,3.0,3,3,Moins d'un an,1,527000.0
ariana,La Soukra,94,3.0,1,1,Nouveau,1,388000.0
ariana,Ariana Ville,143,4.0,3,1,10-20 ans,2,330000.0
ariana,Ariana Ville,118,4.0,3,1,Bon état,1,190000.0
ariana,La Soukra,172,2.0,3,2,10-20 ans,1,380000.0
ariana,Raoued,170,4.0,3,1,Bon état,1,320000.0
ariana,Cite Ennasr,146,4.0,3,1,Nouveau,1,465000.0
ariana,Ariana Ville,117,2.0,3,1,Nouveau,1,310000.0
ariana,La Soukra,62,2.0,1,1,Moins d'un an,1,254400.0
ariana,La Soukra,117,3.0,2,1,nan,1,272000.0
ariana,Cite Ennasr,125,3.0,2,2,Bon état,1,330000.0
ariana,Raoued,64,5.0,1,2,1-5 ans,1,160000.0
ariana,Cite Ennasr,172,5.0,4,1,10-20 ans,1,550000.0
ariana,La Soukra,65,2.0,1,1,Bon état,3,275000.0
ariana,La Soukra,163,4.0,3,2,Moins d'un an,1,645211.0
ariana,La Soukra,58,1.0,1,1,Nouveau,1,280000.0
ariana,La Soukra,96,3.0,2,1,10-20 ans,4,133000.0
ariana,La Soukra,118,3.0,2,2,Moins d'un an,1,432267.0
ariana,Cite Ennasr,177,4.0,4,2,10-20 ans,3,330000.0
ariana,Raoued,114,1.0,2,1,5-10 ans,2,295000.0
ariana,Cite Ennasr,145,4.0,3,2,10-20 ans,1,419000.0
ariana,La Soukra,188,4.0,3,2,Nouveau,1,830000.0
ariana,La Soukra,78,1.0,1,1,Nouveau,1,245000.0
ariana,La Soukra,50,1.0,1,1,Nouveau,1,225000.0
ariana,La Soukra,88,2.0,1,1,1-5 ans,2,290000.0
ariana,Ariana Ville,120,4.0,3,1,Bon état,1,140000.0
ariana,La Soukra,167,4.0,3,1,5-10 ans,2,465000.0
ariana,La Soukra,125,3.0,2,1,Nouveau,1,425000.0
ariana,Cite Ennasr,145,4.0,3,2,Bon état,1,420000.0
ariana,Ariana Ville,99,3.0,2,1,5-10 ans,2,320000.0
ariana,Cite Ennasr,168,4.0,3,2,Bon état,1,415000.0
ariana,La Soukra,127,3.0,2,2,Nouveau,4,400000.0
ariana,El Menzah 7,100,3.0,2,1,À rénover,1,196000.0
ariana,La Soukra,146,4.0,2,1,nan,1,550000.0
ariana,El Menzah 7,167,3.0,3,1,Nouveau,1,430000.0
ariana,Cite Ennasr,248,5.0,4,3,5-10 ans,1,619000.0
ariana,El Menzah 7,120,3.0,2,1,1-5 ans,3,312000.0
ariana,La Soukra,230,4.0,2,1,nan,1,635000.0
ariana,Cite Ennasr,174,4.0,3,2,Moins d'un an,2,624208.0
ariana,El Menzah 7,124,3.0,2,1,Moins d'un an,1,583225.0
ariana,La Soukra,67,1.0,1,1,Nouveau,1,294000.0
ariana,La Soukra,200,7.0,3,2,10-20 ans,1,5200000.0
ariana,La Soukra,60,2.0,1,1,Moins d'un an,1,260000.0
ariana,La Soukra,155,3.0,3,1,Nouveau,1,510000.0
ariana,Cite Ennasr,300,7.0,3,3,Moins d'un an,1,1050000.0
ariana,La Soukra,214,4.0,3,2,Bon état,1,600000.0
ariana,La Soukra,185,4.0,3,3,Moins d'un an,1,885000.0
ariana,La Soukra,78,2.0,2,1,Moins d'un an,1,378000.0
ariana,Cite Ennasr,180,4.0,3,3,5-10 ans,7,430000.0
ariana,Aouina,91,3.0,2,1,Nouveau,1,343000.0
ariana,La Soukra,56,1.0,2,1,Nouveau,1,239400.0
ariana,La Soukra,155,4.0,3,3,Nouveau,2,1065000.0
ariana,La Soukra,95,2.0,2,1,nan,1,230000.0
ariana,La Soukra,228,4.0,3,2,Nouveau,1,630000.0
ariana,La Soukra,150,2.0,2,1,nan,1,350000.0
ariana,La Soukra,163,1.0,3,2,Nouveau,1,495000.0
ariana,La Soukra,149,4.0,3,2,Nouveau,2,580000.0
ariana,La Soukra,210,5.0,4,2,Bon état,1,650000.0
ariana,La Soukra,80,1.0,2,2,Nouveau,1,180000.0
ariana,La Soukra,56,2.0,1,1,Nouveau,1,142000.0
ariana,Ariana Ville,64,2.0,1,1,Nouveau,1,161650.0
ariana,Aouina,93,3.0,2,1,Bon état,1,288000.0
ariana,Aouina,142,4.0,2,1,Bon état,1,298000.0
ariana,Aouina,70,2.0,1,1,Nouveau,1,180000.0
ariana,Aouina,139,4.0,3,2,Bon état,1,313000.0
ariana,Aouina,100,3.0,2,2,Bon état,1,299000.0
ariana,La Soukra,122,2.0,2,1,nan,1,310000.0
ariana,La Soukra,91,2.0,2,1,nan,1,250000.0
ariana,La Soukra,168,3.0,3,2,Nouveau,1,638000.0
ariana,Cite Ennasr,163,4.0,3,3,5-10 ans,2,410000.0
ariana,La Soukra,77,2.0,1,1,Moins d'un an,1,200000.0
ariana,La Soukra,120,3.0,2,2,5-10 ans,2,335000.0
ariana,Cite El Ghazela,148,2.0,2,1,Nouveau,1,380000.0
ariana,La Soukra,116,2.0,2,1,nan,1,335000.0
ariana,Ariana Ville,110,4.0,3,2,Bon état,1,220000.0
ariana,La Soukra,133,4.0,3,2,Moins d'un an,1,755000.0
ariana,Cite El Ghazela,142,4.0,3,2,Moins d'un an,1,426000.0
ariana,Cite Ennasr,109,3.0,2,2,Nouveau,1,350000.0
ariana,Raoued,136,4.0,3,1,1-5 ans,1,340000.0
ariana,Cite Ennasr,167,5.0,4,2,Bon état,1,395000.0
ariana,La Soukra,181,3.0,2,1,Moins d'un an,1,968000.0
ariana,Cite Ennasr,139,4.0,3,2,Bon état,1,385000.0
ariana,Cite Ennasr,194,4.0,3,2,1-5 ans,7,598000.0
ariana,Cite Ennasr,212,4.0,3,2,5-10 ans,8,480000.0
ariana,El Menzah 7,125,3.0,2,1,5-10 ans,1,410000.0
ariana,Cite Ennasr,114,2.0,2,1,Bon état,1,550000.0
ariana,La Soukra,57,2.0,1,1,Nouveau,1,295000.0
ariana,Cite Ennasr,196,4.0,3,2,1-5 ans,3,575000.0
ariana,La Soukra,280,2.0,2,1,1-5 ans,1,600000.0
ariana,Cite Ennasr,155,4.0,3,2,1-5 ans,1,676000.0
ariana,La Soukra,110,1.0,1,1,Bon état,1,230000.0
ariana,La Soukra,84,2.0,1,1,Bon état,1,315000.0
ariana,Ariana Ville,107,3.0,4,1,Nouveau,1,160000.0
ariana,Ariana Ville,200,5.0,3,3,10-20 ans,1,429000.0
ariana,Cite Ennasr,177,7.0,4,2,10-20 ans,3,330000.0
ariana,La Soukra,292,4.0,3,3,Moins d'un an,1,970000.0
ariana,El Menzah 7,175,4.0,3,3,1-5 ans,1,468000.0
ariana,Ariana Ville,222,5.0,5,1,Nouveau,1,770000.0
ariana,El Menzah 7,90,3.0,2,1,Bon état,1,244000.0
ariana,La Soukra,120,3.0,2,1,Bon état,2,330000.0
ariana,Ariana Ville,69,2.0,1,1,Bon état,4,200000.0
ariana,La Soukra,114,3.0,2,1,5-10 ans,1,440000.0
ariana,Cite Ennasr,62,2.0,1,1,Bon état,2,210000.0
ariana,Cite Ennasr,115,4.0,3,2,Bon état,1,250000.0
ariana,Cite El Ghazela,114,1.0,3,1,1-5 ans,5,275000.0
ariana,El Menzah 7,200,5.0,4,2,1-5 ans,1,520000.0
ariana,Cite Ennasr,125,5.0,3,2,10-20 ans,3,415000.0
ariana,La Soukra,112,3.0,2,2,Moins d'un an,2,448000.0
ariana,La Soukra,160,4.0,3,3,Moins d'un an,2,520000.0
ariana,Cite Ennasr,300,6.0,5,3,Bon état,1,600000.0
ariana,Cite Ennasr,150,3.0,2,1,Nouveau,2,510758.0
ariana,El Menzah 7,300,9.0,6,2,À rénover,1,1200000.0
ariana,La Soukra,300,4.0,3,3,1-5 ans,1,850000.0
ariana,Cite Ennasr,130,3.0,3,1,Nouveau,1,400000.0
ariana,Ariana Ville,103,2.0,2,1,nan,1,175000.0
ariana,La Soukra,125,3.0,2,2,Moins d'un an,1,437000.0
ariana,El Menzah 7,220,5.0,4,2,Bon état,1,510000.0
ariana,La Soukra,126,3.0,2,1,nan,1,335000.0
ariana,La Soukra,100,3.0,2,2,Moins d'un an,1,400000.0
ariana,La Soukra,157,4.0,3,2,Bon état,1,475000.0
ariana,La Soukra,279,4.0,3,2,Nouveau,1,710000.0
ariana,La Soukra,110,3.0,2,2,Moins d'un an,2,437500.0
ariana,Cite Ennasr,59,2.0,1,1,Nouveau,1,253000.0
ariana,Raoued,164,5.0,4,3,Moins d'un an,1,550000.0
ariana,La Soukra,160,5.0,4,2,Bon état,1,730000.0
ariana,La Soukra,111,3.0,2,1,1-5 ans,2,288600.0
ariana,La Soukra,105,2.0,1,1,Moins d'un an,2,330000.0
ariana,La Soukra,102,3.0,2,2,Moins d'un an,1,483000.0
ariana,La Soukra,148,4.0,3,2,Nouveau,1,616310.0
ariana,La Soukra,200,1.0,4,2,Bon état,6,380000.0
ariana,La Soukra,123,2.0,1,1,Moins d'un an,2,380000.0
ariana,La Soukra,94,3.0,2,1,Nouveau,1,338000.0
ariana,Cite Ennasr,120,4.0,3,2,Bon état,1,360000.0
ariana,La Soukra,175,4.0,3,2,Nouveau,1,560000.0
ariana,Cite Ennasr,158,4.0,3,3,10-20 ans,7,500000.0
ariana,La Soukra,116,3.0,2,1,Bon état,1,398000.0
ariana,La Soukra,128,3.0,2,2,Nouveau,1,448000.0
ariana,La Soukra,118,4.0,3,1,20-30 ans,2,325000.0
ariana,La Soukra,30,3.0,3,1,Nouveau,1,330000.0
ariana,Cite Ennasr,186,4.0,3,2,Bon état,6,690000.0
ariana,La Soukra,119,1.0,2,1,nan,1,370000.0
ariana,Cite Ennasr,80,2.0,1,1,10-20 ans,1,190000.0
ariana,La Soukra,220,5.0,3,2,Bon état,6,530000.0
ariana,La Soukra,177,5.0,2,1,20-30 ans,2,440000.0
ariana,La Soukra,70,4.0,3,1,Bon état,1,120000.0
ariana,La Soukra,121,2.0,2,1,nan,1,485000.0
ariana,Ariana Ville,90,3.0,2,1,5-10 ans,4,128000.0
ariana,La Soukra,200,3.0,2,1,Moins d'un an,1,520000.0
ariana,La Soukra,160,4.0,3,2,Bon état,1,520000.0
ariana,La Soukra,162,3.0,2,1,nan,1,420000.0
ariana,La Soukra,150,3.0,2,2,1-5 ans,2,350000.0
ariana,Cite El Ghazela,88,2.0,2,1,nan,1,317200.0
ariana,La Soukra,44,1.0,1,1,Nouveau,1,222000.0
ariana,La Soukra,245,5.0,2,1,nan,1,750000.0
ariana,La Soukra,120,3.0,2,1,Bon état,1,300000.0
ariana,La Soukra,130,2.0,2,1,nan,1,375000.0
ariana,La Soukra,300,5.0,4,2,nan,1,700000.0
ariana,Ariana Ville,136,2.0,2,1,nan,1,473900.0
ariana,La Soukra,64,1.0,2,1,nan,1,260000.0
ariana,El Menzah 7,235,5.0,3,3,Bon état,1,730000.0
ariana,La Soukra,161,3.0,3,2,5-10 ans,2,510000.0
ariana,Cite Ennasr,200,5.0,4,3,Bon état,1,750000.0
ariana,Ariana Ville,51,2.0,2,1,nan,1,170787.0
ariana,La Soukra,300,5.0,4,2,nan,1,1500000.0
ariana,El Menzah 7,135,4.0,3,2,Bon état,1,250000.0
ariana,La Soukra,103,3.0,2,1,1-5 ans,9,245000.0
ariana,Cite Ennasr,200,10.0,4,2,20-30 ans,1,600000.0
ariana,La Soukra,178,4.0,3,1,Moins d'un an,1,650000.0
ariana,El Menzah 7,190,5.0,4,2,5-10 ans,1,480000.0
ariana,Cite Ennasr,175,2.0,2,1,nan,1,530000.0
ariana,La Soukra,96,4.0,3,1,10-20 ans,1,160000.0
ariana,Raoued,100,6.0,4,1,5-10 ans,3,180000.0
ariana,La Soukra,77,2.0,1,1,Nouveau,1,287000.0
ariana,La Soukra,75,3.0,2,1,10-20 ans,1,250000.0
ariana,La Soukra,280,6.0,4,3,10-20 ans,7,650000.0
ariana,La Soukra,76,3.0,2,1,10-20 ans,6,220000.0
ariana,La Soukra,133,3.0,2,1,nan,1,386000.0
ariana,La Soukra,124,2.0,2,1,5-10 ans,1,230000.0
ariana,El Menzah 7,207,5.0,4,2,Bon état,1,380000.0
ariana,Cite Ennasr,118,3.0,2,1,10-20 ans,8,269000.0
ariana,La Soukra,183,2.0,3,2,Nouveau,1,756500.0
ariana,La Soukra,112,1.0,2,1,Moins d'un an,1,256000.0
ariana,La Soukra,150,4.0,3,2,5-10 ans,1,459000.0
ariana,Ariana Ville,76,3.0,2,1,1-5 ans,1,120000.0
ariana,Ariana Ville,120,4.0,2,1,nan,1,185000.0
ariana,Cite El Ghazela,45,1.0,1,1,10-20 ans,4,100000.0
ariana,El Menzah 7,63,1.0,2,1,Nouveau,1,250000.0
ariana,El Menzah 7,106,2.0,2,1,nan,1,427480.0
ariana,El Menzah 7,158,4.0,3,1,1-5 ans,3,470000.0
ariana,La Soukra,109,2.0,2,1,nan,1,430000.0
ariana,Ariana Ville,140,4.0,2,1,Bon état,1,360000.0
ariana,La Soukra,158,3.0,2,1,5-10 ans,2,395000.0
ariana,Ariana Ville,300,4.0,3,2,1-5 ans,3,650000.0
ariana,La Soukra,200,4.0,3,2,1-5 ans,2,600000.0
ariana,La Soukra,156,3.0,2,1,1-5 ans,1,360000.0
ariana,El Menzah 7,210,2.0,2,1,nan,1,420000.0
ariana,La Soukra,109,4.0,2,1,10-20 ans,1,210000.0
ariana,La Soukra,140,3.0,2,2,Bon état,1,465000.0
ariana,Cite El Ghazela,117,3.0,2,1,Bon état,2,158000.0
ariana,La Soukra,155,4.0,4,1,Moins d'un an,1,640000.0
ariana,El Menzah 7,225,2.0,2,1,nan,1,550000.0
ariana,La Soukra,159,4.0,3,2,5-10 ans,7,520000.0
ariana,La Soukra,126,3.0,2,1,nan,1,370000.0
ariana,La Soukra,127,4.0,3,2,Nouveau,1,457000.0
ariana,Cite Ennasr,210,4.0,3,2,1-5 ans,4,480000.0
ariana,La Soukra,171,4.0,3,2,5-10 ans,1,400000.0
ariana,La Soukra,172,4.0,3,1,Moins d'un an,2,770000.0
ariana,La Soukra,100,2.0,2,1,nan,1,410000.0
ariana,El Menzah 7,200,6.0,4,2,20-30 ans,1,420000.0
ariana,La Soukra,125,1.0,3,1,5-10 ans,1,330000.0
ariana,Ariana Ville,184,2.0,2,1,nan,1,290000.0
ariana,La Soukra,175,2.0,3,1,5-10 ans,1,425000.0
ariana,Ariana Ville,97,3.0,2,2,20-30 ans,2,189000.0
ariana,Ariana Ville,139,3.0,3,1,5-10 ans,1,238000.0
ariana,Cite Ennasr,66,3.0,1,1,Bon état,2,220000.0
ariana,Cite Ennasr,186,4.0,3,2,10-20 ans,4,395000.0
ben-arous,Boumhel,129,4.0,3,2,Moins d'un an,2,470000.0
ben-arous,Mornag,55,2.0,1,1,Moins d'un an,1,110000.0
ben-arous,Ben Arous,120,3.0,2,1,Nouveau,2,288000.0
ben-arous,Boumhel,147,4.0,3,2,Moins d'un an,2,470000.0
ben-arous,Boumhel,163,4.0,3,2,Nouveau,2,520000.0
ben-arous,Boumhel,70,1.0,1,1,1-5 ans,2,180000.0
ben-arous,Rades,115,2.0,3,1,Bon état,1,285000.0
ben-arous,El Mourouj,110,1.0,3,1,10-20 ans,2,180000.0
ben-arous,Borj Cedria,140,3.0,2,1,Bon état,2,240000.0
ben-arous,El Mourouj,90,6.0,3,1,Bon état,2,199000.0
ben-arous,Ezzahra,144,1.0,3,1,Bon état,2,310000.0
ben-arous,Borj Cedria,75,3.0,3,1,5-10 ans,2,140000.0
ben-arous,Hammam Lif,275,3.0,2,1,5-10 ans,2,140000.0
ben-arous,El Mourouj,154,1.0,3,2,1-5 ans,2,335000.0
ben-arous,El Mourouj,300,1.0,2,1,1-5 ans,2,435000.0
ben-arous,El Mourouj,87,3.0,2,1,nan,2,110000.0
ben-arous,El Mourouj,60,2.0,1,1,Bon état,2,118000.0
ben-arous,Rades,108,3.0,2,1,10-20 ans,4,130000.0
ben-arous,Ben Arous,88,3.0,2,1,30-50 ans,2,120000.0
ben-arous,El Mourouj,60,2.0,1,1,1-5 ans,2,166000.0
ben-arous,Mohamadia,180,2.0,2,1,10-20 ans,1,260000.0
ben-arous,Ezzahra,124,4.0,3,2,5-10 ans,1,320000.0
ben-arous,Ezzahra,100,4.0,3,1,Bon état,2,150000.0
ben-arous,Ben Arous,55,3.0,2,1,Bon état,2,140000.0
ben-arous,Ezzahra,187,5.0,4,2,Bon état,2,420000.0
ben-arous,Ben Arous,122,2.0,2,2,5-10 ans,4,210000.0
ben-arous,El Mourouj,113,2.0,2,1,1-5 ans,5,250000.0
ben-arous,El Mourouj,82,3.0,1,1,nan,2,105000.0
ben-arous,El Mourouj,80,2.0,1,1,10-20 ans,2,130000.0
ben-arous,Rades,75,3.0,2,1,Bon état,2,160000.0
ben-arous,Borj Cedria,100,2.0,2,1,Bon état,1,160000.0
ben-arous,Borj Cedria,300,5.0,8,5,5-10 ans,2,780000.0
ben-arous,Ben Arous,85,4.0,3,1,20-30 ans,3,165000.0
ben-arous,Ben Arous,106,4.0,4,2,Bon état,1,235000.0
ben-arous,El Mourouj,90,3.0,2,2,Bon état,2,180000.0
ben-arous,Boumhel,103,2.0,2,1,nan,2,229000.0
ben-arous,Hammam Lif,105,6.0,2,1,Bon état,2,140000.0
ben-arous,Ben Arous,122,4.0,3,1,10-20 ans,4,175000.0
ben-arous,Ezzahra,80,6.0,3,1,20-30 ans,5,120000.0
ben-arous,Boumhel,180,5.0,4,1,10-20 ans,2,350000.0
ben-arous,El Mourouj,100,4.0,3,1,10-20 ans,2,157000.0
ben-arous,El Mourouj,96,2.0,2,1,20-30 ans,3,145000.0
ben-arous,Rades,67,2.0,2,1,nan,2,140000.0
ben-arous,Ben Arous,127,3.0,2,1,Nouveau,2,306000.0
ben-arous,Boumhel,117,5.0,2,1,Nouveau,2,307000.0
ben-arous,Ezzahra,110,5.0,2,1,Moins d'un an,2,287000.0
ben-arous,Ben Arous,121,3.0,2,1,Nouveau,2,291000.0
ben-arous,Ben Arous,153,4.0,3,1,Nouveau,2,368000.0
ben-arous,Ben Arous,207,4.0,3,1,Nouveau,2,459000.0
ben-arous,Mornag,121,3.0,2,1,Nouveau,2,260000.0
ben-arous,Mornag,95,3.0,2,1,Nouveau,2,205000.0
ben-arous,Mornag,95,3.0,2,1,Nouveau,2,205000.0
ben-arous,El Mourouj,75,3.0,2,1,10-20 ans,2,147000.0
ben-arous,El Mourouj,62,1.0,2,1,Bon état,2,140000.0
ben-arous,El Mourouj,260,1.0,2,2,1-5 ans,2,1550000.0
ben-arous,Rades,80,3.0,2,1,10-20 ans,2,155000.0
ben-arous,El Mourouj,300,9.0,7,5,Bon état,2,750000.0
ben-arous,Rades,128,7.0,3,2,5-10 ans,2,270000.0
ben-arous,El Mourouj,300,12.0,10,4,Bon état,2,780000.0
ben-arous,Rades,110,1.0,3,1,10-20 ans,3,180000.0
ben-arous,Boumhel,115,5.0,2,1,5-10 ans,4,270000.0
ben-arous,Ben Arous,74,3.0,2,1,Bon état,2,195000.0
ben-arous,Boumhel,90,3.0,2,1,Bon état,2,144000.0
ben-arous,El Mourouj,115,4.0,3,2,5-10 ans,4,2550000.0
ben-arous,El Mourouj,90,3.0,2,1,5-10 ans,4,148000.0
ben-arous,El Mourouj,130,4.0,3,1,10-20 ans,2,190000.0
ben-arous,Ezzahra,136,2.0,2,1,nan,2,255000.0
ben-arous,El Mourouj,100,3.0,2,1,5-10 ans,3,125000.0
ben-arous,Mornag,92,3.0,2,1,Nouveau,2,200000.0
ben-arous,El Mourouj,112,3.0,2,2,Moins d'un an,1,267000.0
ben-arous,Ezzahra,85,2.0,2,1,nan,2,150000.0
ben-arous,Ezzahra,72,2.0,2,1,nan,2,110000.0
ben-arous,Boumhel,100,3.0,2,2,Nouveau,2,298000.0
ben-arous,Ezzahra,168,2.0,2,1,nan,2,440000.0
ben-arous,Boumhel,90,2.0,2,1,nan,2,267000.0
ben-arous,Hammam Lif,154,3.0,2,2,Moins d'un an,4,295000.0
ben-arous,Ben Arous,90,1.0,3,2,1-5 ans,3,190000.0
ben-arous,Rades,134,4.0,3,2,1-5 ans,2,239000.0
ben-arous,Ezzahra,100,7.0,3,2,Bon état,2,300000.0
ben-arous,Ben Arous,92,1.0,2,2,Bon état,4,100000.0
ben-arous,Ezzahra,145,2.0,2,1,nan,2,340000.0
ben-arous,Ben Arous,70,1.0,1,1,Bon état,2,105000.0
ben-arous,El Mourouj,104,2.0,2,1,Nouveau,2,219000.0
ben-arous,Ben Arous,123,2.0,2,1,nan,2,240000.0
ben-arous,Ben Arous,116,2.0,2,1,nan,2,268000.0
ben-arous,El Mourouj,110,4.0,3,1,20-30 ans,1,198000.0
ben-arous,Fouchana,103,4.0,3,1,1-5 ans,1,175000.0
ben-arous,Boumhel,67,1.0,1,1,5-10 ans,1,165000.0
ben-arous,El Mourouj,94,3.0,3,1,Bon état,2,190000.0
ben-arous,Megrine,116,1.0,3,2,20-30 ans,1,220000.0
ben-arous,Ezzahra,99,1.0,2,1,5-10 ans,2,205000.0
ben-arous,Borj Cedria,122,3.0,2,1,Bon état,2,240000.0
ben-arous,Mornag,64,2.0,1,1,Nouveau,2,200000.0
ben-arous,Rades,67,3.0,2,1,20-30 ans,2,145000.0
ben-arous,Mornag,92,3.0,2,1,Nouveau,2,200000.0
ben-arous,Ezzahra,125,3.0,2,1,Moins d'un an,1,318000.0
ben-arous,El Mourouj,111,3.0,2,2,Moins d'un an,2,260000.0
ben-arous,Ezzahra,125,3.0,2,1,Moins d'un an,2,313000.0
ben-arous,El Mourouj,100,10.0,6,4,Bon état,2,500000.0
ben-arous,Fouchana,98,2.0,2,1,Nouveau,2,223000.0
ben-arous,Ben Arous,300,4.0,4,1,10-20 ans,1,260000.0
ben-arous,El Mourouj,103,3.0,2,1,Bon état,2,160000.0
ben-arous,El Mourouj,114,4.0,3,1,1-5 ans,5,285000.0
ben-arous,El Mourouj,102,3.0,2,1,Bon état,2,210000.0
ben-arous,Mornag,125,3.0,2,2,5-10 ans,5,180000.0
ben-arous,Fouchana,87,3.0,3,1,5-10 ans,2,140000.0
ben-arous,Megrine,83,2.0,2,1,nan,2,150000.0
ben-arous,Ezzahra,134,3.0,2,1,5-10 ans,2,290000.0
ben-arous,El Mourouj,124,1.0,3,1,Bon état,2,230000.0
ben-arous,Boumhel,300,3.0,2,1,Moins d'un an,2,740000.0
ben-arous,Fouchana,89,3.0,2,1,Moins d'un an,1,163000.0
ben-arous,Boumhel,93,2.0,2,1,nan,2,275000.0
ben-arous,Ezzahra,75,2.0,2,1,nan,2,160000.0
ben-arous,Boumhel,128,3.0,2,1,nan,2,378000.0
ben-arous,Ben Arous,148,4.0,3,1,Nouveau,2,355000.0
ben-arous,Boumhel,97,2.0,2,1,nan,2,289000.0
ben-arous,Ben Arous,171,4.0,3,1,Nouveau,2,398000.0
ben-arous,Ben Arous,174,4.0,3,1,Nouveau,2,403000.0
ben-arous,Boumhel,163,4.0,3,3,Moins d'un an,2,520000.0
ben-arous,Ben Arous,197,3.0,2,2,Moins d'un an,3,346000.0
ben-arous,Boumhel,114,3.0,2,1,Nouveau,2,370000.0
ben-arous,Boumhel,62,2.0,1,1,Nouveau,3,225000.0
ben-arous,Ben Arous,174,4.0,3,1,Nouveau,2,391000.0
ben-arous,Mornag,60,1.0,1,1,nan,2,155000.0
ben-arous,Mornag,92,2.0,1,1,nan,2,230000.0
ben-arous,Mornag,62,2.0,1,1,Moins d'un an,2,155000.0
ben-arous,Boumhel,62,2.0,1,1,Moins d'un an,2,225000.0
ben-arous,Boumhel,114,3.0,2,1,Moins d'un an,2,370000.0
ben-arous,Fouchana,107,4.0,3,1,Moins d'un an,2,244000.0
ben-arous,Ben Arous,107,3.0,2,2,Moins d'un an,2,255000.0
ben-arous,Fouchana,109,4.0,3,1,Moins d'un an,2,248000.0
ben-arous,Boumhel,138,4.0,3,2,Moins d'un an,1,515665.0
ben-arous,Ben Arous,114,3.0,2,2,Moins d'un an,2,270000.0
ben-arous,Fouchana,63,2.0,1,1,Moins d'un an,2,145000.0
ben-arous,Boumhel,150,4.0,3,3,Nouveau,3,546222.0
ben-arous,Boumhel,111,3.0,2,2,Nouveau,1,445134.0
ben-arous,Ben Arous,57,2.0,1,1,Moins d'un an,2,150000.0
la-manouba,La Manouba,169,4.0,3,2,Nouveau,2,462200.0
la-manouba,La Manouba,70,5.0,3,1,10-20 ans,2,135000.0
la-manouba,La Manouba,96,3.0,2,1,5-10 ans,1,180000.0
la-manouba,La Manouba,112,4.0,3,2,5-10 ans,2,190000.0
