delegation,superficie,nb_pieces,chambres,salle_de_bains,etage,gouvernorat_ariana,gouvernorat_ben-arous,gouvernorat_la-manouba,gouvernorat_tunis,prix
57.0,150.0,3.0,2,1,1,0.0,0.0,0.0,1.0,2500000.0
57.0,95.0,3.0,2,1,1,0.0,0.0,0.0,1.0,550000.0
57.0,165.0,4.0,3,2,2,0.0,0.0,0.0,1.0,465000.0
21.0,140.0,3.0,2,2,1,0.0,0.0,0.0,1.0,650000.0
35.0,114.0,2.0,2,1,1,0.0,0.0,0.0,1.0,440000.0
21.0,100.0,3.0,2,2,1,0.0,0.0,0.0,1.0,320000.0
33.0,65.0,3.0,2,1,1,0.0,0.0,0.0,1.0,210000.0
20.0,116.0,2.0,2,1,1,0.0,0.0,0.0,1.0,195000.0
57.0,175.0,4.0,3,2,2,0.0,0.0,0.0,1.0,490000.0
21.0,132.0,2.0,2,1,1,0.0,0.0,0.0,1.0,450000.0
33.0,220.0,4.0,3,2,5,0.0,0.0,0.0,1.0,850000.0
9.0,64.0,3.0,2,1,1,0.0,0.0,0.0,1.0,260000.0
62.0,170.0,3.0,3,1,1,0.0,0.0,0.0,1.0,600000.0
33.0,200.0,3.0,2,1,1,0.0,0.0,0.0,1.0,380000.0
33.0,163.0,4.0,4,3,1,0.0,0.0,0.0,1.0,875000.0
33.0,102.0,3.0,2,2,1,0.0,0.0,0.0,1.0,472590.0
28.0,86.0,3.0,2,2,1,0.0,0.0,0.0,1.0,230000.0
28.0,90.0,2.0,2,1,1,0.0,0.0,0.0,1.0,210000.0
33.0,212.0,2.0,2,1,1,0.0,0.0,0.0,1.0,1000000.0
29.0,137.0,3.0,2,2,1,0.0,0.0,0.0,1.0,550000.0
29.0,95.0,2.0,2,1,1,0.0,0.0,0.0,1.0,155000.0
33.0,145.0,4.0,2,1,1,0.0,0.0,0.0,1.0,768500.0
57.0,150.0,2.0,2,1,1,0.0,0.0,0.0,1.0,1200000.0
33.0,220.0,3.0,2,1,1,0.0,0.0,0.0,1.0,1050000.0
35.0,179.0,2.0,2,1,1,0.0,0.0,0.0,1.0,465000.0
35.0,110.0,2.0,2,1,1,0.0,0.0,0.0,1.0,265000.0
57.0,120.0,4.0,3,2,1,0.0,0.0,0.0,1.0,500000.0
33.0,72.0,2.0,1,1,1,0.0,0.0,0.0,1.0,320000.0
21.0,140.0,3.0,2,2,1,0.0,0.0,0.0,1.0,700000.0
33.0,90.0,3.0,2,1,1,0.0,0.0,0.0,1.0,195000.0
21.0,117.0,2.0,1,1,2,0.0,0.0,0.0,1.0,300000.0
33.0,300.0,3.0,4,1,1,0.0,0.0,0.0,1.0,680000.0
33.0,90.0,3.0,2,1,2,0.0,0.0,0.0,1.0,175000.0
34.0,115.0,3.0,2,1,1,0.0,0.0,0.0,1.0,150000.0
33.0,172.0,2.0,2,1,1,0.0,0.0,0.0,1.0,845000.0
33.0,300.0,5.0,4,5,1,0.0,0.0,0.0,1.0,2800000.0
62.0,146.0,5.0,4,3,1,0.0,0.0,0.0,1.0,530000.0
33.0,164.0,2.0,2,1,1,0.0,0.0,0.0,1.0,580000.0
29.0,163.0,2.0,2,1,1,0.0,0.0,0.0,1.0,340000.0
33.0,224.0,5.0,4,2,1,0.0,0.0,0.0,1.0,895000.0
62.0,201.0,2.0,2,1,1,0.0,0.0,0.0,1.0,1150000.0
33.0,300.0,5.0,4,4,1,0.0,0.0,0.0,1.0,1200000.0
33.0,175.0,4.0,3,3,1,0.0,0.0,0.0,1.0,780000.0
33.0,140.0,4.0,3,2,1,0.0,0.0,0.0,1.0,742000.0
33.0,83.0,2.0,1,1,1,0.0,0.0,0.0,1.0,380000.0
33.0,200.0,5.0,4,2,1,0.0,0.0,0.0,1.0,650000.0
9.0,67.0,2.0,1,1,1,0.0,0.0,0.0,1.0,265000.0
21.0,77.0,2.0,2,1,1,0.0,0.0,0.0,1.0,312000.0
33.0,240.0,5.0,4,3,1,0.0,0.0,0.0,1.0,975000.0
33.0,119.0,3.0,2,1,1,0.0,0.0,0.0,1.0,640000.0
33.0,77.0,2.0,1,1,1,0.0,0.0,0.0,1.0,440000.0
33.0,60.0,2.0,1,1,1,0.0,0.0,0.0,1.0,340000.0
19.0,100.0,3.0,1,2,1,0.0,0.0,0.0,1.0,389000.0
21.0,195.0,4.0,3,3,1,0.0,0.0,0.0,1.0,660000.0
33.0,83.0,2.0,1,1,2,0.0,0.0,0.0,1.0,445000.0
33.0,68.0,2.0,1,1,1,0.0,0.0,0.0,1.0,368000.0
33.0,129.0,3.0,2,1,1,0.0,0.0,0.0,1.0,709000.0
33.0,72.0,2.0,1,1,2,0.0,0.0,0.0,1.0,320000.0
33.0,93.0,3.0,2,2,6,0.0,0.0,0.0,1.0,500181.0
57.0,165.0,4.0,3,2,1,0.0,0.0,0.0,1.0,465000.0
62.0,100.0,3.0,2,1,3,0.0,0.0,0.0,1.0,440000.0
57.0,175.0,4.0,3,2,1,0.0,0.0,0.0,1.0,490000.0
19.0,129.0,4.0,3,2,1,0.0,0.0,0.0,1.0,520000.0
33.0,125.0,4.0,3,2,1,0.0,0.0,0.0,1.0,429000.0
21.0,117.0,3.0,2,1,2,0.0,0.0,0.0,1.0,386000.0
33.0,300.0,4.0,4,3,1,0.0,0.0,0.0,1.0,1800000.0
33.0,165.0,4.0,3,2,2,0.0,0.0,0.0,1.0,680000.0
21.0,186.0,4.0,3,3,1,0.0,0.0,0.0,1.0,720000.0
33.0,102.0,3.0,2,2,1,0.0,0.0,0.0,1.0,349000.0
33.0,110.0,3.0,2,2,8,0.0,0.0,0.0,1.0,589111.0
19.0,145.0,4.0,3,2,1,0.0,0.0,0.0,1.0,555000.0
28.0,140.0,4.0,3,2,1,0.0,0.0,0.0,1.0,310000.0
21.0,269.0,4.0,3,2,3,0.0,0.0,0.0,1.0,790000.0
33.0,175.0,4.0,3,2,1,0.0,0.0,0.0,1.0,780000.0
33.0,83.0,3.0,2,1,1,0.0,0.0,0.0,1.0,277000.0
33.0,117.0,5.0,2,2,2,0.0,0.0,0.0,1.0,641000.0
33.0,151.0,3.0,3,3,1,0.0,0.0,0.0,1.0,798000.0
21.0,131.0,3.0,2,1,1,0.0,0.0,0.0,1.0,350000.0
33.0,105.0,3.0,2,1,2,0.0,0.0,0.0,1.0,420000.0
33.0,60.0,1.0,1,1,1,0.0,0.0,0.0,1.0,320000.0
21.0,144.0,3.0,2,1,2,0.0,0.0,0.0,1.0,570000.0
33.0,110.0,3.0,2,2,1,0.0,0.0,0.0,1.0,364000.0
33.0,164.0,4.0,3,4,2,0.0,0.0,0.0,1.0,897000.0
33.0,140.0,4.0,3,2,7,0.0,0.0,0.0,1.0,741000.0
33.0,110.0,3.0,2,2,2,0.0,0.0,0.0,1.0,607000.0
33.0,140.0,4.0,3,2,1,0.0,0.0,0.0,1.0,495000.0
57.0,152.0,3.0,2,2,2,0.0,0.0,0.0,1.0,350000.0
33.0,150.0,4.0,3,3,2,0.0,0.0,0.0,1.0,735000.0
62.0,160.0,5.0,4,1,1,0.0,0.0,0.0,1.0,570000.0
21.0,72.0,2.0,1,1,1,0.0,0.0,0.0,1.0,457000.0
21.0,167.0,4.0,4,2,1,0.0,0.0,0.0,1.0,740000.0
21.0,205.0,4.0,3,3,1,0.0,0.0,0.0,1.0,1076000.0
33.0,72.0,2.0,1,1,1,0.0,0.0,0.0,1.0,305000.0
33.0,115.0,4.0,3,2,1,0.0,0.0,0.0,1.0,1500000.0
41.0,80.0,4.0,3,1,1,0.0,0.0,0.0,1.0,130000.0
33.0,72.0,2.0,1,1,1,0.0,0.0,0.0,1.0,320000.0
9.0,120.0,2.0,2,1,1,0.0,0.0,0.0,1.0,408646.0
23.0,170.0,2.0,2,1,1,0.0,0.0,0.0,1.0,480000.0
21.0,71.0,2.0,1,2,1,0.0,0.0,0.0,1.0,340000.0
23.0,63.0,2.0,2,1,1,0.0,0.0,0.0,1.0,125000.0
23.0,70.0,2.0,2,1,1,0.0,0.0,0.0,1.0,175000.0
9.0,90.0,3.0,2,1,1,0.0,0.0,0.0,1.0,240000.0
33.0,103.0,3.0,2,1,1,0.0,0.0,0.0,1.0,571650.0
23.0,140.0,2.0,2,1,1,0.0,0.0,0.0,1.0,280000.0
33.0,117.0,3.0,2,2,1,0.0,0.0,0.0,1.0,671000.0
33.0,232.0,4.0,3,4,2,0.0,0.0,0.0,1.0,1350000.0
9.0,95.0,3.0,2,1,5,0.0,0.0,0.0,1.0,220000.0
33.0,217.0,5.0,4,3,1,0.0,0.0,0.0,1.0,1193500.0
9.0,101.0,3.0,2,1,5,0.0,0.0,0.0,1.0,288000.0
33.0,139.0,3.0,2,2,1,0.0,0.0,0.0,1.0,764500.0
35.0,65.0,2.0,2,1,1,0.0,0.0,0.0,1.0,260000.0
21.0,70.0,1.0,1,1,1,0.0,0.0,0.0,1.0,370000.0
33.0,168.0,4.0,3,3,1,0.0,0.0,0.0,1.0,924000.0
57.0,206.0,4.0,3,2,1,0.0,0.0,0.0,1.0,780000.0
21.0,170.0,4.0,3,3,2,0.0,0.0,0.0,1.0,740000.0
57.0,108.0,2.0,2,1,1,0.0,0.0,0.0,1.0,210000.0
33.0,160.0,6.0,2,2,1,0.0,0.0,0.0,1.0,490000.0
33.0,219.0,4.0,3,2,1,0.0,0.0,0.0,1.0,1095000.0
33.0,191.0,2.0,2,1,1,0.0,0.0,0.0,1.0,700000.0
57.0,134.0,3.0,2,2,2,0.0,0.0,0.0,1.0,295000.0
21.0,173.0,4.0,3,3,6,0.0,0.0,0.0,1.0,690000.0
33.0,300.0,6.0,5,5,1,0.0,0.0,0.0,1.0,1600000.0
19.0,192.0,4.0,3,2,3,0.0,0.0,0.0,1.0,773000.0
33.0,300.0,4.0,2,1,1,0.0,0.0,0.0,1.0,1800000.0
9.0,70.0,2.0,1,1,6,0.0,0.0,0.0,1.0,180000.0
33.0,69.0,2.0,1,1,1,0.0,0.0,0.0,1.0,443000.0
19.0,132.0,2.0,2,1,1,0.0,0.0,0.0,1.0,255000.0
33.0,135.0,4.0,2,1,1,0.0,0.0,0.0,1.0,675000.0
37.0,124.0,6.0,4,1,5,0.0,0.0,0.0,1.0,196000.0
9.0,105.0,2.0,2,1,2,0.0,0.0,0.0,1.0,260000.0
33.0,181.0,4.0,3,2,3,0.0,0.0,0.0,1.0,785000.0
9.0,118.0,3.0,2,2,2,0.0,0.0,0.0,1.0,401000.0
33.0,140.0,4.0,3,4,1,0.0,0.0,0.0,1.0,650000.0
21.0,125.0,3.0,2,2,1,0.0,0.0,0.0,1.0,240000.0
62.0,296.0,4.0,3,3,6,0.0,0.0,0.0,1.0,900000.0
9.0,157.0,5.0,4,2,2,0.0,0.0,0.0,1.0,330000.0
9.0,71.0,2.0,1,1,1,0.0,0.0,0.0,1.0,239700.0
9.0,122.0,3.0,2,1,2,0.0,0.0,0.0,1.0,310000.0
9.0,100.0,1.0,2,1,6,0.0,0.0,0.0,1.0,240000.0
33.0,181.0,4.0,3,1,1,0.0,0.0,0.0,1.0,780000.0
33.0,132.0,3.0,2,1,1,0.0,0.0,0.0,1.0,350000.0
9.0,118.0,2.0,1,1,1,0.0,0.0,0.0,1.0,327000.0
31.0,170.0,3.0,3,1,1,0.0,0.0,0.0,1.0,240000.0
21.0,58.0,1.0,1,1,1,0.0,0.0,0.0,1.0,183000.0
33.0,118.0,3.0,2,2,1,0.0,0.0,0.0,1.0,600000.0
9.0,115.0,3.0,2,1,2,0.0,0.0,0.0,1.0,340000.0
9.0,77.0,3.0,2,1,4,0.0,0.0,0.0,1.0,245000.0
35.0,195.0,7.0,4,1,7,0.0,0.0,0.0,1.0,420000.0
35.0,300.0,2.0,2,1,1,0.0,0.0,0.0,1.0,200000.0
9.0,97.0,2.0,2,1,1,0.0,0.0,0.0,1.0,345000.0
9.0,100.0,4.0,3,1,2,0.0,0.0,0.0,1.0,280000.0
33.0,151.0,4.0,3,3,1,0.0,0.0,0.0,1.0,797000.0
33.0,239.0,4.0,4,3,1,0.0,0.0,0.0,1.0,750000.0
21.0,106.0,4.0,3,1,1,0.0,0.0,0.0,1.0,280000.0
29.0,152.0,4.0,3,2,1,0.0,0.0,0.0,1.0,520000.0
21.0,178.0,4.0,3,3,1,0.0,0.0,0.0,1.0,1126000.0
20.0,70.0,2.0,2,1,1,0.0,0.0,0.0,1.0,150000.0
33.0,189.0,2.0,4,1,1,0.0,0.0,0.0,1.0,930000.0
33.0,65.0,2.0,2,1,1,0.0,0.0,0.0,1.0,400000.0
41.0,85.0,3.0,2,1,3,0.0,0.0,0.0,1.0,220000.0
33.0,154.0,2.0,3,2,1,0.0,0.0,0.0,1.0,593000.0
33.0,252.0,3.0,4,2,1,0.0,0.0,0.0,1.0,947300.0
41.0,180.0,4.0,3,1,3,0.0,0.0,0.0,1.0,190000.0
33.0,204.0,4.0,2,1,1,0.0,0.0,0.0,1.0,780000.0
28.0,300.0,12.0,9,5,1,0.0,0.0,0.0,1.0,1800000.0
33.0,123.0,3.0,2,2,1,0.0,0.0,0.0,1.0,553500.0
57.0,180.0,4.0,3,2,1,0.0,0.0,0.0,1.0,915000.0
21.0,236.0,4.0,4,1,1,0.0,0.0,0.0,1.0,1100000.0
21.0,45.0,1.0,1,1,2,0.0,0.0,0.0,1.0,245000.0
9.0,110.0,3.0,2,2,1,0.0,0.0,0.0,1.0,360000.0
19.0,128.0,2.0,2,1,1,0.0,0.0,0.0,1.0,430000.0
62.0,244.0,3.0,2,1,1,0.0,0.0,0.0,1.0,1060000.0
31.0,113.0,3.0,2,1,4,0.0,0.0,0.0,1.0,200000.0
33.0,125.0,3.0,2,1,1,0.0,0.0,0.0,1.0,365000.0
33.0,125.0,3.0,2,1,1,0.0,0.0,0.0,1.0,405000.0
21.0,43.0,1.0,1,1,1,0.0,0.0,0.0,1.0,245000.0
9.0,90.0,3.0,2,2,2,0.0,0.0,0.0,1.0,320000.0
33.0,98.0,3.0,2,1,1,0.0,0.0,0.0,1.0,185000.0
23.0,110.0,3.0,2,1,1,0.0,0.0,0.0,1.0,250000.0
28.0,180.0,7.0,4,1,1,0.0,0.0,0.0,1.0,450000.0
33.0,120.0,6.0,2,1,2,0.0,0.0,0.0,1.0,170000.0
21.0,172.0,4.0,3,2,1,0.0,0.0,0.0,1.0,750000.0
33.0,112.0,3.0,2,1,1,0.0,0.0,0.0,1.0,250000.0
23.0,95.0,3.0,3,1,1,0.0,0.0,0.0,1.0,240000.0
33.0,72.0,2.0,1,1,1,0.0,0.0,0.0,1.0,320000.0
57.0,300.0,5.0,4,2,1,0.0,0.0,0.0,1.0,3000000.0
9.0,168.0,4.0,3,2,4,0.0,0.0,0.0,1.0,350000.0
21.0,110.0,2.0,2,1,1,0.0,0.0,0.0,1.0,500000.0
57.0,300.0,10.0,6,3,1,0.0,0.0,0.0,1.0,1100000.0
9.0,108.0,3.0,2,1,1,0.0,0.0,0.0,1.0,524000.0
9.0,75.0,2.0,1,1,4,0.0,0.0,0.0,1.0,304000.0
9.0,174.0,4.0,3,3,3,0.0,0.0,0.0,1.0,593000.0
9.0,165.0,4.0,3,3,1,0.0,0.0,0.0,1.0,561000.0
29.0,94.0,1.0,2,1,1,0.0,0.0,0.0,1.0,433600.0
34.0,93.0,1.0,4,1,1,0.0,0.0,0.0,1.0,120000.0
62.0,200.0,4.0,3,2,3,0.0,0.0,0.0,1.0,790000.0
29.0,57.0,2.0,1,1,1,0.0,0.0,0.0,1.0,338235.0
33.0,275.0,4.0,3,2,6,0.0,0.0,0.0,1.0,990000.0
33.0,120.0,2.0,2,1,1,0.0,0.0,0.0,1.0,510000.0
33.0,174.0,3.0,2,1,1,0.0,0.0,0.0,1.0,982000.0
9.0,185.0,4.0,3,3,1,0.0,0.0,0.0,1.0,460000.0
29.0,122.0,2.0,2,1,1,0.0,0.0,0.0,1.0,400000.0
33.0,90.0,3.0,2,1,1,0.0,0.0,0.0,1.0,490000.0
33.0,199.0,2.0,2,1,1,0.0,0.0,0.0,1.0,830000.0
21.0,153.0,4.0,3,2,1,0.0,0.0,0.0,1.0,430000.0
21.0,62.0,2.0,1,1,1,0.0,0.0,0.0,1.0,345000.0
62.0,70.0,3.0,1,1,1,0.0,0.0,0.0,1.0,300000.0
21.0,63.0,1.0,1,1,3,0.0,0.0,0.0,1.0,345000.0
62.0,120.0,3.0,2,1,7,0.0,0.0,0.0,1.0,580000.0
21.0,140.0,4.0,3,2,5,0.0,0.0,0.0,1.0,420000.0
28.0,114.0,3.0,2,1,1,0.0,0.0,0.0,1.0,330000.0
9.0,72.0,2.0,1,1,4,0.0,0.0,0.0,1.0,251850.0
33.0,124.0,3.0,2,2,4,0.0,0.0,0.0,1.0,420000.0
9.0,100.0,3.0,2,2,5,0.0,0.0,0.0,1.0,315000.0
33.0,43.0,1.0,1,1,1,0.0,0.0,0.0,1.0,265000.0
29.0,84.0,2.0,2,1,1,0.0,0.0,0.0,1.0,190000.0
29.0,103.0,2.0,2,1,1,0.0,0.0,0.0,1.0,470000.0
29.0,88.0,2.0,2,1,1,0.0,0.0,0.0,1.0,210000.0
29.0,173.0,2.0,2,1,1,0.0,0.0,0.0,1.0,325000.0
9.0,130.0,7.0,3,2,7,0.0,0.0,0.0,1.0,313000.0
33.0,108.0,2.0,2,1,1,0.0,0.0,0.0,1.0,540000.0
19.0,128.0,4.0,2,2,1,0.0,0.0,0.0,1.0,445000.0
33.0,210.0,4.0,3,2,1,0.0,0.0,0.0,1.0,320000.0
49.0,117.0,4.0,4,1,3,0.0,0.0,0.0,1.0,210000.0
35.0,178.0,4.0,3,3,1,0.0,0.0,0.0,1.0,680000.0
29.0,146.0,4.0,3,2,1,0.0,0.0,0.0,1.0,580000.0
21.0,173.0,4.0,3,2,4,0.0,0.0,0.0,1.0,650000.0
33.0,50.0,2.0,1,1,1,0.0,0.0,0.0,1.0,440000.0
57.0,176.0,4.0,3,2,1,0.0,0.0,0.0,1.0,420000.0
33.0,110.0,4.0,3,1,1,0.0,0.0,0.0,1.0,300000.0
9.0,92.0,2.0,1,1,5,0.0,0.0,0.0,1.0,340000.0
62.0,260.0,5.0,4,2,3,0.0,0.0,0.0,1.0,1500000.0
9.0,168.0,4.0,3,2,1,0.0,0.0,0.0,1.0,638000.0
9.0,188.0,4.0,3,2,1,0.0,0.0,0.0,1.0,750000.0
9.0,290.0,4.0,3,2,1,0.0,0.0,0.0,1.0,855000.0
9.0,135.0,3.0,2,2,4,0.0,0.0,0.0,1.0,540000.0
19.0,152.0,4.0,3,2,1,0.0,0.0,0.0,1.0,520000.0
33.0,225.0,5.0,3,3,1,0.0,0.0,0.0,1.0,770000.0
33.0,120.0,4.0,3,2,1,0.0,0.0,0.0,1.0,170000.0
28.0,115.0,4.0,3,2,2,0.0,0.0,0.0,1.0,290000.0
21.0,146.0,4.0,3,2,4,0.0,0.0,0.0,1.0,470000.0
9.0,95.0,3.0,2,1,1,0.0,0.0,0.0,1.0,270000.0
29.0,210.0,5.0,4,2,3,0.0,0.0,0.0,1.0,380000.0
29.0,137.0,3.0,2,2,1,0.0,0.0,0.0,1.0,380000.0
21.0,72.0,2.0,1,2,1,0.0,0.0,0.0,1.0,360000.0
33.0,141.0,3.0,2,2,1,0.0,0.0,0.0,1.0,620000.0
48.0,78.0,2.0,1,1,1,0.0,0.0,0.0,1.0,195980.0
33.0,168.0,4.0,3,3,1,0.0,0.0,0.0,1.0,756000.0
33.0,109.0,1.0,2,1,4,0.0,0.0,0.0,1.0,300000.0
9.0,97.0,3.0,2,1,1,0.0,0.0,0.0,1.0,270000.0
33.0,126.0,2.0,2,1,1,0.0,0.0,0.0,1.0,698000.0
33.0,224.0,3.0,2,1,1,0.0,0.0,0.0,1.0,850000.0
33.0,86.0,2.0,1,1,1,0.0,0.0,0.0,1.0,413000.0
29.0,115.0,3.0,2,2,1,0.0,0.0,0.0,1.0,350000.0
19.0,300.0,3.0,6,3,1,0.0,0.0,0.0,1.0,3100000.0
23.0,220.0,2.0,2,1,1,0.0,0.0,0.0,1.0,330000.0
33.0,100.0,2.0,2,1,1,0.0,0.0,0.0,1.0,250000.0
57.0,300.0,5.0,4,3,1,0.0,0.0,0.0,1.0,1700000.0
33.0,150.0,3.0,3,2,1,0.0,0.0,0.0,1.0,695000.0
23.0,115.0,2.0,2,1,1,0.0,0.0,0.0,1.0,160000.0
33.0,182.0,4.0,3,2,5,0.0,0.0,0.0,1.0,700000.0
33.0,95.0,3.0,2,1,1,0.0,0.0,0.0,1.0,210000.0
21.0,190.0,5.0,4,2,1,0.0,0.0,0.0,1.0,850000.0
48.0,101.0,4.0,1,1,1,0.0,0.0,0.0,1.0,252250.0
9.0,111.0,3.0,2,2,2,0.0,0.0,0.0,1.0,355968.0
21.0,79.0,1.0,1,1,1,0.0,0.0,0.0,1.0,385000.0
33.0,260.0,5.0,3,3,1,0.0,0.0,0.0,1.0,1450000.0
62.0,300.0,6.0,4,2,7,0.0,0.0,0.0,1.0,1750000.0
21.0,30.0,2.0,1,1,1,0.0,0.0,0.0,1.0,395000.0
33.0,174.0,4.0,3,3,1,0.0,0.0,0.0,1.0,700000.0
33.0,86.0,2.0,2,1,1,0.0,0.0,0.0,1.0,430000.0
9.0,173.0,3.0,2,1,1,0.0,0.0,0.0,1.0,540000.0
21.0,78.0,2.0,1,1,1,0.0,0.0,0.0,1.0,429000.0
57.0,132.0,2.0,2,1,1,0.0,0.0,0.0,1.0,550000.0
9.0,125.0,4.0,3,1,1,0.0,0.0,0.0,1.0,370000.0
20.0,76.0,1.0,2,1,1,0.0,0.0,0.0,1.0,120000.0
9.0,250.0,4.0,3,2,1,0.0,0.0,0.0,1.0,1050000.0
33.0,86.0,3.0,2,1,1,0.0,0.0,0.0,1.0,320000.0
33.0,183.0,2.0,2,1,1,0.0,0.0,0.0,1.0,720000.0
33.0,104.0,2.0,2,1,1,0.0,0.0,0.0,1.0,325000.0
57.0,300.0,5.0,4,4,1,0.0,0.0,0.0,1.0,1350000.0
9.0,132.0,5.0,3,2,5,0.0,0.0,0.0,1.0,380000.0
21.0,130.0,3.0,2,2,3,0.0,0.0,0.0,1.0,490000.0
33.0,103.0,4.0,3,2,1,0.0,0.0,0.0,1.0,425000.0
9.0,130.0,3.0,3,1,3,0.0,0.0,0.0,1.0,360000.0
49.0,97.0,3.0,2,1,1,0.0,0.0,0.0,1.0,175000.0
33.0,123.0,2.0,2,2,4,0.0,0.0,0.0,1.0,578000.0
33.0,203.0,2.0,2,3,1,0.0,0.0,0.0,1.0,857000.0
19.0,120.0,3.0,2,1,1,0.0,0.0,0.0,1.0,420000.0
33.0,130.0,2.0,2,1,1,0.0,0.0,0.0,1.0,780000.0
56.0,100.0,4.0,3,1,3,0.0,0.0,0.0,1.0,135000.0
33.0,105.0,1.0,1,1,3,0.0,0.0,0.0,1.0,442000.0
49.0,50.0,3.0,2,1,1,0.0,0.0,0.0,1.0,100000.0
29.0,127.0,3.0,2,1,1,0.0,0.0,0.0,1.0,470000.0
49.0,104.0,4.0,3,1,1,0.0,0.0,0.0,1.0,180000.0
41.0,90.0,3.0,2,1,2,0.0,0.0,0.0,1.0,165000.0
33.0,147.0,2.0,2,1,1,0.0,0.0,0.0,1.0,335000.0
33.0,274.0,6.0,4,5,1,0.0,0.0,0.0,1.0,1800000.0
33.0,126.0,3.0,2,2,2,0.0,0.0,0.0,1.0,605000.0
33.0,208.0,3.0,2,2,1,0.0,0.0,0.0,1.0,1050000.0
57.0,242.0,3.0,2,1,1,0.0,0.0,0.0,1.0,693000.0
33.0,176.0,1.0,3,2,1,0.0,0.0,0.0,1.0,275000.0
33.0,112.0,2.0,2,1,1,0.0,0.0,0.0,1.0,550000.0
21.0,140.0,4.0,3,1,2,0.0,0.0,0.0,1.0,320000.0
33.0,150.0,4.0,3,3,1,0.0,0.0,0.0,1.0,695000.0
33.0,190.0,1.0,2,1,1,0.0,0.0,0.0,1.0,1080000.0
19.0,110.0,2.0,2,1,1,0.0,0.0,0.0,1.0,195000.0
57.0,243.0,3.0,4,1,1,0.0,0.0,0.0,1.0,910000.0
20.0,110.0,4.0,3,1,2,0.0,0.0,0.0,1.0,210000.0
62.0,208.0,6.0,4,3,2,0.0,0.0,0.0,1.0,650000.0
9.0,144.0,4.0,3,3,5,0.0,0.0,0.0,1.0,482240.0
9.0,61.0,2.0,1,1,5,0.0,0.0,0.0,1.0,261222.0
33.0,100.0,3.0,2,1,2,0.0,0.0,0.0,1.0,450000.0
33.0,160.0,4.0,3,2,1,0.0,0.0,0.0,1.0,550000.0
33.0,135.0,3.0,3,2,2,0.0,0.0,0.0,1.0,628000.0
62.0,220.0,4.0,3,3,2,0.0,0.0,0.0,1.0,1300000.0
49.0,130.0,5.0,5,1,1,0.0,0.0,0.0,1.0,245000.0
23.0,95.0,4.0,3,1,1,0.0,0.0,0.0,1.0,275000.0
9.0,220.0,3.0,2,2,1,0.0,0.0,0.0,1.0,430000.0
21.0,175.0,4.0,3,2,1,0.0,0.0,0.0,1.0,620000.0
9.0,300.0,4.0,3,3,1,0.0,0.0,0.0,1.0,750000.0
35.0,142.0,4.0,3,2,1,0.0,0.0,0.0,1.0,330000.0
9.0,144.0,3.0,2,1,1,0.0,0.0,0.0,1.0,450000.0
9.0,125.0,4.0,3,2,1,0.0,0.0,0.0,1.0,450000.0
9.0,103.0,3.0,2,2,1,0.0,0.0,0.0,1.0,319000.0
33.0,84.0,2.0,2,1,1,0.0,0.0,0.0,1.0,380000.0
33.0,112.0,1.0,2,1,1,0.0,0.0,0.0,1.0,240000.0
33.0,120.0,3.0,2,1,1,0.0,0.0,0.0,1.0,400000.0
9.0,156.0,5.0,4,1,1,0.0,0.0,0.0,1.0,319000.0
21.0,144.0,5.0,4,3,1,0.0,0.0,0.0,1.0,580000.0
62.0,77.0,4.0,3,1,1,0.0,0.0,0.0,1.0,280000.0
9.0,108.0,3.0,2,2,3,0.0,0.0,0.0,1.0,368500.0
33.0,135.0,3.0,2,2,1,0.0,0.0,0.0,1.0,295000.0
33.0,76.0,2.0,1,1,1,0.0,0.0,0.0,1.0,435000.0
21.0,65.0,2.0,1,1,1,0.0,0.0,0.0,1.0,300000.0
21.0,135.0,2.0,1,1,1,0.0,0.0,0.0,1.0,521000.0
57.0,295.0,4.0,3,2,1,0.0,0.0,0.0,1.0,2400000.0
21.0,122.0,2.0,1,1,1,0.0,0.0,0.0,1.0,455000.0
21.0,123.0,2.0,1,1,1,0.0,0.0,0.0,1.0,477000.0
33.0,165.0,3.0,3,2,1,0.0,0.0,0.0,1.0,800000.0
23.0,300.0,5.0,4,3,3,0.0,0.0,0.0,1.0,850000.0
21.0,300.0,13.0,12,4,1,0.0,0.0,0.0,1.0,900000.0
62.0,144.0,3.0,2,2,4,0.0,0.0,0.0,1.0,550000.0
33.0,183.0,3.0,3,2,1,0.0,0.0,0.0,1.0,880000.0
20.0,58.0,2.0,1,1,1,0.0,0.0,0.0,1.0,100000.0
57.0,128.0,4.0,3,3,2,0.0,0.0,0.0,1.0,590000.0
57.0,150.0,3.0,2,2,1,0.0,0.0,0.0,1.0,950000.0
33.0,100.0,3.0,2,1,1,0.0,0.0,0.0,1.0,100000.0
21.0,253.0,5.0,3,3,1,0.0,0.0,0.0,1.0,899079.0
62.0,200.0,4.0,3,2,1,0.0,0.0,0.0,1.0,1100000.0
33.0,165.0,4.0,3,1,1,0.0,0.0,0.0,1.0,810000.0
62.0,267.0,4.0,3,2,1,0.0,0.0,0.0,1.0,1874000.0
33.0,250.0,4.0,3,2,1,0.0,0.0,0.0,1.0,750000.0
33.0,300.0,5.0,4,2,1,0.0,0.0,0.0,1.0,1250000.0
21.0,120.0,3.0,2,1,1,0.0,0.0,0.0,1.0,390000.0
