delegation,superficie,nb_pieces,chambres,salle_de_bains,etage,gouvernorat_ariana,gouvernorat_ben-arous,gouvernorat_la-manouba,gouvernorat_tunis,prix
33.0,90.0,4.0,4,1,2,1.0,0.0,0.0,0.0,225000.0
5.0,145.0,4.0,3,1,1,1.0,0.0,0.0,0.0,100000.0
24.0,70.0,3.0,2,1,2,1.0,0.0,0.0,0.0,130000.0
18.0,76.0,2.0,2,1,1,1.0,0.0,0.0,0.0,245000.0
25.0,90.0,3.0,2,1,1,1.0,0.0,0.0,0.0,170000.0
18.0,180.0,4.0,3,1,2,1.0,0.0,0.0,0.0,260000.0
18.0,70.0,2.0,2,1,1,1.0,0.0,0.0,0.0,210000.0
33.0,117.0,6.0,3,1,3,1.0,0.0,0.0,0.0,285000.0
28.0,100.0,4.0,2,1,1,1.0,0.0,0.0,0.0,155000.0
18.0,119.0,4.0,3,2,2,1.0,0.0,0.0,0.0,180000.0
28.0,95.0,3.0,2,1,2,1.0,0.0,0.0,0.0,170000.0
18.0,300.0,8.0,6,2,1,1.0,0.0,0.0,0.0,2500000.0
33.0,156.0,4.0,3,1,1,1.0,0.0,0.0,0.0,290000.0
24.0,111.0,4.0,3,1,1,1.0,0.0,0.0,0.0,210000.0
33.0,120.0,6.0,3,1,4,1.0,0.0,0.0,0.0,125000.0
5.0,90.0,4.0,3,1,1,1.0,0.0,0.0,0.0,160000.0
24.0,113.0,3.0,3,1,3,1.0,0.0,0.0,0.0,130000.0
15.0,275.0,8.0,5,3,1,1.0,0.0,0.0,0.0,596000.0
25.0,132.6,4.0,3,2,2,1.0,0.0,0.0,0.0,300000.0
15.0,275.0,8.0,5,3,2,1.0,0.0,0.0,0.0,620000.0
28.0,150.0,5.0,4,2,2,1.0,0.0,0.0,0.0,100000.0
33.0,99.4,3.0,2,1,1,1.0,0.0,0.0,0.0,180000.0
5.0,110.0,5.0,4,1,1,1.0,0.0,0.0,0.0,145000.0
15.0,160.0,6.0,4,2,1,1.0,0.0,0.0,0.0,365000.0
18.0,82.0,4.0,2,1,4,1.0,0.0,0.0,0.0,125000.0
15.0,175.0,4.0,3,2,1,1.0,0.0,0.0,0.0,330000.0
5.0,140.0,4.0,3,2,2,1.0,0.0,0.0,0.0,270000.0
18.0,108.0,3.0,2,1,1,1.0,0.0,0.0,0.0,268000.0
7.0,91.0,4.0,3,1,1,1.0,0.0,0.0,0.0,110000.0
18.0,150.0,4.0,3,2,1,1.0,0.0,0.0,0.0,367000.0
25.0,200.0,6.0,4,3,1,1.0,0.0,0.0,0.0,450000.0
18.0,145.0,3.0,2,1,1,1.0,0.0,0.0,0.0,330000.0
18.0,91.0,3.0,2,1,1,1.0,0.0,0.0,0.0,230000.0
33.0,70.0,2.0,2,1,1,1.0,0.0,0.0,0.0,100000.0
24.0,109.6,3.0,2,1,1,1.0,0.0,0.0,0.0,300000.0
18.0,125.0,4.0,3,2,1,1.0,0.0,0.0,0.0,280000.0
18.0,135.0,4.0,3,2,2,1.0,0.0,0.0,0.0,270000.0
5.0,110.0,4.0,3,1,2,1.0,0.0,0.0,0.0,195000.0
15.0,140.0,4.0,3,2,6,1.0,0.0,0.0,0.0,295000.0
3.0,86.0,3.0,2,1,2,1.0,0.0,0.0,0.0,100000.0
24.0,75.0,2.0,1,1,6,1.0,0.0,0.0,0.0,261188.0
15.0,129.0,6.0,2,2,7,1.0,0.0,0.0,0.0,370000.0
15.0,179.0,6.0,3,3,7,1.0,0.0,0.0,0.0,472000.0
5.0,135.0,4.0,3,2,2,1.0,0.0,0.0,0.0,270000.0
18.0,110.0,4.0,3,1,1,1.0,0.0,0.0,0.0,270000.0
15.0,203.75,6.0,4,3,7,1.0,0.0,0.0,0.0,619000.0
25.0,190.0,3.0,2,1,1,1.0,0.0,0.0,0.0,350000.0
5.0,88.0,3.0,3,1,3,1.0,0.0,0.0,0.0,105000.0
24.0,186.2,4.0,4,1,6,1.0,0.0,0.0,0.0,657497.0
25.0,122.4,4.0,3,1,2,1.0,0.0,0.0,0.0,300000.0
33.0,90.0,3.0,3,1,1,1.0,0.0,0.0,0.0,205000.0
36.0,100.0,3.0,2,1,1,1.0,0.0,0.0,0.0,190000.0
25.0,120.0,4.0,3,1,4,1.0,0.0,0.0,0.0,160000.0
7.0,149.0,4.0,4,1,1,1.0,0.0,0.0,0.0,255000.0
18.0,110.0,4.0,3,1,1,1.0,0.0,0.0,0.0,275000.0
15.0,130.0,4.0,3,1,1,1.0,0.0,0.0,0.0,270000.0
18.0,67.0,2.0,1,1,1,1.0,0.0,0.0,0.0,220000.0
18.0,134.0,4.0,3,2,1,1.0,0.0,0.0,0.0,213000.0
5.0,60.0,3.0,2,1,1,1.0,0.0,0.0,0.0,100000.0
24.0,75.0,3.0,3,1,1,1.0,0.0,0.0,0.0,100000.0
7.0,91.0,4.0,2,1,2,1.0,0.0,0.0,0.0,110000.0
5.0,76.0,5.0,3,1,3,1.0,0.0,0.0,0.0,100000.0
5.0,75.0,4.0,3,1,1,1.0,0.0,0.0,0.0,125000.0
5.0,100.0,3.0,2,2,1,1.0,0.0,0.0,0.0,200000.0
15.0,173.0,4.0,3,1,1,1.0,0.0,0.0,0.0,300000.0
5.0,75.0,4.0,3,1,1,1.0,0.0,0.0,0.0,125000.0
5.0,135.0,4.0,3,2,2,1.0,0.0,0.0,0.0,270000.0
33.0,120.0,4.0,3,1,1,1.0,0.0,0.0,0.0,550000.0
18.0,106.0,3.0,2,1,1,1.0,0.0,0.0,0.0,208000.0
18.0,121.0,2.0,2,1,2,1.0,0.0,0.0,0.0,316000.0
25.0,110.0,3.0,2,1,1,1.0,0.0,0.0,0.0,210000.0
5.0,135.0,4.0,3,2,2,1.0,0.0,0.0,0.0,270000.0
33.0,65.0,2.0,1,1,1,1.0,0.0,0.0,0.0,130000.0
33.0,80.0,3.0,2,1,1,1.0,0.0,0.0,0.0,100000.0
24.0,100.0,4.0,3,1,1,1.0,0.0,0.0,0.0,125000.0
18.0,75.0,2.0,2,1,1,1.0,0.0,0.0,0.0,105000.0
15.0,60.0,2.0,1,1,2,1.0,0.0,0.0,0.0,190000.0
15.0,165.0,4.0,3,2,1,1.0,0.0,0.0,0.0,340000.0
15.0,68.0,2.0,2,1,2,1.0,0.0,0.0,0.0,100000.0
7.0,86.0,3.0,2,1,1,1.0,0.0,0.0,0.0,130000.0
15.0,300.0,7.0,4,2,1,1.0,0.0,0.0,0.0,850000.0
33.0,300.0,7.0,4,2,4,1.0,0.0,0.0,0.0,850000.0
18.0,76.0,3.0,2,1,1,1.0,0.0,0.0,0.0,170000.0
33.0,80.0,3.0,2,1,1,1.0,0.0,0.0,0.0,100000.0
7.0,136.0,4.0,3,1,1,1.0,0.0,0.0,0.0,183000.0
18.0,63.0,2.0,2,1,1,1.0,0.0,0.0,0.0,165000.0
5.0,78.0,2.0,2,1,4,1.0,0.0,0.0,0.0,100000.0
24.0,111.0,3.0,2,1,2,1.0,0.0,0.0,0.0,135521.0
18.0,200.0,4.0,3,2,4,1.0,0.0,0.0,0.0,450000.0
33.0,104.0,3.0,2,1,1,1.0,0.0,0.0,0.0,148000.0
26.0,230.0,4.0,3,3,2,1.0,0.0,0.0,0.0,520000.0
28.0,113.0,3.0,2,2,1,1.0,0.0,0.0,0.0,298000.0
18.0,125.0,4.0,3,2,1,1.0,0.0,0.0,0.0,400000.0
25.0,197.0,5.0,3,2,3,1.0,0.0,0.0,0.0,445000.0
24.0,73.0,3.0,2,1,1,1.0,0.0,0.0,0.0,102000.0
25.0,100.0,4.0,4,1,3,1.0,0.0,0.0,0.0,165000.0
33.0,135.0,3.0,3,1,1,1.0,0.0,0.0,0.0,1300000.0
33.0,178.0,4.0,3,1,1,0.0,0.0,0.0,1.0,1250000.0
33.0,139.0,3.0,2,1,1,0.0,0.0,0.0,1.0,584000.0
29.0,160.0,4.0,3,1,2,0.0,0.0,0.0,1.0,304000.0
39.0,120.0,4.0,3,2,4,0.0,0.0,0.0,1.0,315000.0
33.0,116.0,2.0,2,1,5,0.0,0.0,0.0,1.0,285000.0
33.0,196.0,2.0,2,1,1,0.0,0.0,0.0,1.0,1300000.0
6.0,70.0,3.0,2,1,1,0.0,0.0,0.0,1.0,170000.0
21.0,173.0,4.0,3,2,3,0.0,0.0,0.0,1.0,700000.0
23.0,75.0,3.0,3,1,3,0.0,0.0,0.0,1.0,100000.0
52.0,104.0,4.0,4,2,1,0.0,0.0,0.0,1.0,432000.0
23.0,109.0,3.0,3,1,1,0.0,0.0,0.0,1.0,155000.0
33.0,65.0,2.0,1,1,1,0.0,0.0,0.0,1.0,105000.0
21.0,200.0,3.0,2,1,1,0.0,0.0,0.0,1.0,500000.0
9.0,71.0,3.0,2,1,1,0.0,0.0,0.0,1.0,185000.0
9.0,138.0,4.0,3,1,1,0.0,0.0,0.0,1.0,290000.0
33.0,90.0,3.0,2,1,1,0.0,0.0,0.0,1.0,385000.0
9.0,121.0,3.0,2,1,3,0.0,0.0,0.0,1.0,300000.0
33.0,215.0,4.0,3,2,5,0.0,0.0,0.0,1.0,740000.0
33.0,203.8,4.0,3,2,1,0.0,0.0,0.0,1.0,680000.0
33.0,256.0,5.0,4,2,3,0.0,0.0,0.0,1.0,895000.0
29.0,85.0,3.0,2,1,3,0.0,0.0,0.0,1.0,150000.0
9.0,110.0,3.0,2,1,3,0.0,0.0,0.0,1.0,317000.0
33.0,90.0,3.0,2,1,1,0.0,0.0,0.0,1.0,810000.0
33.0,140.0,4.0,3,2,2,0.0,0.0,0.0,1.0,374000.0
4.0,90.0,3.0,3,1,3,0.0,0.0,0.0,1.0,200000.0
33.0,268.0,3.0,2,2,1,0.0,0.0,0.0,1.0,1350000.0
4.0,202.0,3.0,2,2,1,0.0,0.0,0.0,1.0,280000.0
33.0,60.0,3.0,2,1,2,0.0,0.0,0.0,1.0,395000.0
33.0,156.0,4.0,3,1,1,0.0,0.0,0.0,1.0,690000.0
39.0,116.0,4.0,3,2,3,0.0,0.0,0.0,1.0,420000.0
9.0,190.0,5.0,4,2,6,0.0,0.0,0.0,1.0,480000.0
33.0,153.0,4.0,3,2,1,0.0,0.0,0.0,1.0,650000.0
9.0,58.0,2.0,1,1,2,0.0,0.0,0.0,1.0,170000.0
9.0,58.0,2.0,1,1,1,0.0,0.0,0.0,1.0,172000.0
21.0,49.0,1.0,1,1,1,0.0,0.0,0.0,1.0,220000.0
9.0,60.0,1.0,1,1,1,0.0,0.0,0.0,1.0,180000.0
21.0,68.0,2.0,1,1,1,0.0,0.0,0.0,1.0,339000.0
62.0,289.0,5.0,3,4,1,0.0,0.0,0.0,1.0,1540000.0
33.0,90.0,2.0,2,1,2,0.0,0.0,0.0,1.0,190000.0
6.0,140.0,4.0,3,1,1,0.0,0.0,0.0,1.0,240000.0
62.0,95.0,3.0,2,1,2,0.0,0.0,0.0,1.0,490000.0
4.0,125.0,6.0,5,2,3,0.0,0.0,0.0,1.0,250000.0
33.0,125.0,3.0,2,1,1,0.0,0.0,0.0,1.0,185000.0
58.0,110.0,4.0,4,1,1,0.0,0.0,0.0,1.0,370000.0
33.0,150.0,3.0,2,2,1,0.0,0.0,0.0,1.0,310000.0
23.0,180.0,4.0,3,1,1,0.0,0.0,0.0,1.0,170000.0
33.0,158.0,4.0,3,1,1,0.0,0.0,0.0,1.0,560000.0
6.0,74.0,4.0,3,1,4,0.0,0.0,0.0,1.0,270000.0
21.0,160.0,4.0,3,3,2,0.0,0.0,0.0,1.0,470000.0
33.0,100.0,2.0,1,1,1,0.0,0.0,0.0,1.0,310000.0
21.0,78.0,2.0,1,1,1,0.0,0.0,0.0,1.0,240000.0
33.0,165.0,4.0,3,2,1,0.0,0.0,0.0,1.0,450000.0
20.0,84.0,3.0,2,1,1,0.0,0.0,0.0,1.0,220000.0
33.0,186.0,4.0,3,2,1,0.0,0.0,0.0,1.0,850000.0
33.0,100.0,3.0,2,1,1,0.0,0.0,0.0,1.0,420000.0
33.0,136.0,3.0,2,2,1,0.0,0.0,0.0,1.0,550000.0
21.0,83.0,2.0,1,1,1,0.0,0.0,0.0,1.0,375000.0
62.0,130.0,3.0,2,2,1,0.0,0.0,0.0,1.0,420000.0
9.0,120.0,2.0,1,1,2,0.0,0.0,0.0,1.0,170000.0
33.0,30.0,4.0,3,1,1,0.0,0.0,0.0,1.0,580000.0
20.0,90.0,3.0,2,1,1,0.0,0.0,0.0,1.0,250000.0
29.0,65.0,3.0,2,1,3,0.0,0.0,0.0,1.0,135000.0
33.0,56.0,2.0,1,1,1,0.0,0.0,0.0,1.0,400000.0
21.0,123.0,3.0,2,2,1,0.0,0.0,0.0,1.0,255000.0
9.0,121.0,4.0,2,1,1,0.0,0.0,0.0,1.0,285000.0
21.0,63.0,2.0,1,2,2,0.0,0.0,0.0,1.0,201700.0
21.0,110.0,3.0,2,1,1,0.0,0.0,0.0,1.0,210000.0
38.0,110.0,3.0,2,1,3,0.0,0.0,0.0,1.0,390000.0
4.0,80.0,3.0,2,1,1,0.0,0.0,0.0,1.0,250000.0
33.0,215.0,8.0,3,3,9,0.0,0.0,0.0,1.0,100000.0
33.0,300.0,4.0,3,4,1,0.0,0.0,0.0,1.0,1600000.0
6.0,168.0,5.0,4,2,1,0.0,0.0,0.0,1.0,320000.0
33.0,134.0,3.0,2,2,7,0.0,0.0,0.0,1.0,550000.0
62.0,120.0,4.0,3,1,3,0.0,0.0,0.0,1.0,500000.0
29.0,59.0,2.0,1,1,3,0.0,0.0,0.0,1.0,170000.0
33.0,105.0,4.0,3,1,1,0.0,0.0,0.0,1.0,400000.0
9.0,113.0,5.0,3,1,5,0.0,0.0,0.0,1.0,300000.0
33.0,177.0,4.0,3,1,1,0.0,0.0,0.0,1.0,790000.0
21.0,153.0,4.0,3,1,1,0.0,0.0,0.0,1.0,550000.0
33.0,117.0,3.0,2,1,4,0.0,0.0,0.0,1.0,280000.0
20.0,60.0,3.0,3,1,4,0.0,0.0,0.0,1.0,140000.0
33.0,243.0,4.0,3,1,2,0.0,0.0,0.0,1.0,875000.0
9.0,74.0,2.0,1,1,1,0.0,0.0,0.0,1.0,185000.0
29.0,300.0,4.0,4,2,7,0.0,0.0,0.0,1.0,480000.0
4.0,80.0,4.0,3,1,1,0.0,0.0,0.0,1.0,115000.0
38.0,82.0,2.0,1,1,1,0.0,0.0,0.0,1.0,270000.0
33.0,170.0,4.0,3,3,3,0.0,0.0,0.0,1.0,650000.0
9.0,106.0,2.0,2,1,5,0.0,0.0,0.0,1.0,295000.0
21.0,157.0,4.0,3,1,3,0.0,0.0,0.0,1.0,520000.0
33.0,127.0,4.0,3,1,10,0.0,0.0,0.0,1.0,470000.0
21.0,112.8,4.0,3,1,1,0.0,0.0,0.0,1.0,270000.0
9.0,108.0,3.0,2,2,1,0.0,0.0,0.0,1.0,270000.0
2.0,93.6,4.0,3,1,4,0.0,0.0,0.0,1.0,100000.0
9.0,56.0,2.0,1,1,4,0.0,0.0,0.0,1.0,150000.0
6.0,100.0,3.0,2,1,4,0.0,0.0,0.0,1.0,265000.0
33.0,203.0,3.0,3,1,2,0.0,0.0,0.0,1.0,350000.0
9.0,118.4,3.0,2,1,6,0.0,0.0,0.0,1.0,245000.0
9.0,70.0,2.0,1,1,1,0.0,0.0,0.0,1.0,209000.0
33.0,150.0,3.0,3,1,2,0.0,0.0,0.0,1.0,415000.0
38.0,65.0,2.0,1,1,4,0.0,0.0,0.0,1.0,270000.0
9.0,78.0,3.0,2,1,4,0.0,0.0,0.0,1.0,215000.0
33.0,160.0,4.0,3,1,2,0.0,0.0,0.0,1.0,832000.0
33.0,104.0,3.0,2,1,1,0.0,0.0,0.0,1.0,560000.0
9.0,200.0,2.0,3,2,2,0.0,0.0,0.0,1.0,500000.0
21.0,166.0,3.0,2,1,3,0.0,0.0,0.0,1.0,650000.0
34.0,80.0,3.0,3,1,3,0.0,0.0,0.0,1.0,150000.0
23.0,111.0,4.0,3,2,1,0.0,0.0,0.0,1.0,170000.0
35.0,53.0,2.0,1,1,1,0.0,0.0,0.0,1.0,220000.0
33.0,90.0,2.0,1,1,1,0.0,0.0,0.0,1.0,200000.0
6.0,94.0,3.0,2,1,4,0.0,0.0,0.0,1.0,240000.0
35.0,178.0,4.0,3,3,3,0.0,0.0,0.0,1.0,720000.0
9.0,108.0,3.0,2,1,6,0.0,0.0,0.0,1.0,250000.0
9.0,109.0,3.0,2,1,5,0.0,0.0,0.0,1.0,240000.0
33.0,123.0,4.0,3,2,2,0.0,0.0,0.0,1.0,350000.0
51.0,75.0,3.0,3,1,4,0.0,0.0,0.0,1.0,130000.0
33.0,115.0,3.0,2,1,1,0.0,0.0,0.0,1.0,250000.0
9.0,62.0,2.0,1,1,1,0.0,0.0,0.0,1.0,180000.0
9.0,90.0,3.0,2,2,1,0.0,0.0,0.0,1.0,255000.0
9.0,100.0,3.0,2,1,2,0.0,0.0,0.0,1.0,273000.0
29.0,110.0,4.0,3,1,1,0.0,0.0,0.0,1.0,290000.0
21.0,124.0,3.0,2,1,1,0.0,0.0,0.0,1.0,600000.0
9.0,57.0,2.0,1,1,1,0.0,0.0,0.0,1.0,170000.0
6.0,112.0,3.0,2,1,2,0.0,0.0,0.0,1.0,250000.0
33.0,120.0,3.0,2,1,1,0.0,0.0,0.0,1.0,590000.0
9.0,120.0,3.0,2,2,1,0.0,0.0,0.0,1.0,318000.0
33.0,162.0,4.0,3,2,1,0.0,0.0,0.0,1.0,825000.0
9.0,60.0,2.0,1,1,1,0.0,0.0,0.0,1.0,170000.0
21.0,57.2,2.0,1,1,4,0.0,0.0,0.0,1.0,150000.0
9.0,190.0,4.0,3,3,1,0.0,0.0,0.0,1.0,450000.0
6.0,112.0,3.0,2,1,2,0.0,0.0,0.0,1.0,250000.0
9.0,65.0,1.0,1,1,1,0.0,0.0,0.0,1.0,200000.0
9.0,73.0,2.0,1,1,4,0.0,0.0,0.0,1.0,230000.0
33.0,134.0,3.0,2,1,3,0.0,0.0,0.0,1.0,500000.0
33.0,85.0,3.0,2,1,1,0.0,0.0,0.0,1.0,210000.0
58.0,55.8,1.0,1,1,1,0.0,0.0,0.0,1.0,100000.0
23.0,150.0,7.0,3,2,1,0.0,0.0,0.0,1.0,270000.0
21.0,190.0,3.0,2,1,8,0.0,0.0,0.0,1.0,750000.0
21.0,160.0,4.0,3,2,1,0.0,0.0,0.0,1.0,460000.0
34.0,80.0,3.0,3,1,1,0.0,0.0,0.0,1.0,200000.0
33.0,121.0,3.0,2,2,7,0.0,0.0,0.0,1.0,290000.0
21.0,153.0,4.0,3,1,1,0.0,0.0,0.0,1.0,518000.0
58.0,300.0,7.0,6,4,1,0.0,0.0,0.0,1.0,1850000.0
62.0,175.0,4.0,3,1,2,0.0,0.0,0.0,1.0,820000.0
6.0,128.0,6.0,5,2,4,0.0,0.0,0.0,1.0,230000.0
21.0,164.0,4.0,3,1,1,0.0,0.0,0.0,1.0,500000.0
9.0,140.0,4.0,3,1,2,0.0,0.0,0.0,1.0,410000.0
57.0,166.0,4.0,3,1,1,0.0,0.0,0.0,1.0,400000.0
9.0,140.0,4.0,3,1,4,0.0,0.0,0.0,1.0,280000.0
9.0,105.0,2.0,1,1,1,0.0,0.0,0.0,1.0,285000.0
4.0,100.0,3.0,2,2,1,0.0,0.0,0.0,1.0,170000.0
9.0,90.0,3.0,2,1,1,0.0,0.0,0.0,1.0,290000.0
21.0,100.0,3.0,2,1,1,0.0,0.0,0.0,1.0,150000.0
57.0,136.0,3.0,2,1,2,0.0,0.0,0.0,1.0,327000.0
33.0,100.0,3.0,2,1,2,0.0,0.0,0.0,1.0,400000.0
33.0,300.0,2.0,2,1,1,0.0,0.0,0.0,1.0,890000.0
33.0,45.0,3.0,2,1,2,0.0,0.0,0.0,1.0,370000.0
23.0,80.0,3.0,3,1,1,0.0,0.0,0.0,1.0,106000.0
33.0,160.0,3.0,2,1,1,0.0,0.0,0.0,1.0,560000.0
33.0,60.0,1.0,1,1,1,0.0,0.0,0.0,1.0,100000.0
33.0,72.0,2.0,1,1,1,0.0,0.0,0.0,1.0,390000.0
33.0,115.0,3.0,2,1,3,0.0,0.0,0.0,1.0,650000.0
33.0,200.0,4.0,3,1,2,0.0,0.0,0.0,1.0,950000.0
33.0,180.0,3.0,2,1,-1,0.0,0.0,0.0,1.0,350000.0
33.0,81.0,2.0,1,1,1,0.0,0.0,0.0,1.0,258000.0
33.0,120.0,3.0,2,1,1,0.0,0.0,0.0,1.0,237000.0
21.0,110.0,4.0,3,1,7,0.0,0.0,0.0,1.0,270000.0
9.0,106.0,3.0,2,1,7,0.0,0.0,0.0,1.0,130000.0
62.0,125.0,5.0,3,1,3,0.0,0.0,0.0,1.0,350000.0
9.0,87.12,3.0,2,1,4,0.0,0.0,0.0,1.0,235000.0
33.0,83.0,1.0,1,1,1,0.0,0.0,0.0,1.0,291550.0
9.0,87.0,2.0,2,1,1,0.0,0.0,0.0,1.0,215000.0
33.0,120.0,2.0,2,1,1,0.0,0.0,0.0,1.0,408646.0
27.0,92.0,4.0,2,1,1,0.0,0.0,0.0,1.0,154500.0
33.0,62.0,1.0,1,1,1,0.0,0.0,0.0,1.0,261580.0
33.0,79.0,2.0,2,1,1,0.0,0.0,0.0,1.0,350000.0
20.0,102.0,3.0,4,2,2,0.0,0.0,0.0,1.0,280000.0
21.0,120.0,5.0,5,1,4,0.0,0.0,0.0,1.0,250000.0
62.0,224.0,5.0,4,3,1,0.0,0.0,0.0,1.0,770000.0
37.0,124.0,7.0,4,1,6,0.0,0.0,0.0,1.0,196000.0
33.0,133.0,3.0,2,1,1,0.0,0.0,0.0,1.0,513000.0
6.0,75.0,3.0,3,1,3,0.0,0.0,0.0,1.0,100000.0
33.0,243.0,4.0,3,1,2,0.0,0.0,0.0,1.0,910000.0
33.0,191.0,3.0,2,1,1,0.0,0.0,0.0,1.0,1146000.0
6.0,95.0,3.0,2,1,1,0.0,0.0,0.0,1.0,160000.0
33.0,72.0,2.0,1,1,1,0.0,0.0,0.0,1.0,250000.0
33.0,68.0,2.0,1,1,1,0.0,0.0,0.0,1.0,350000.0
21.0,109.0,5.0,3,2,3,0.0,0.0,0.0,1.0,390000.0
21.0,126.6,5.0,3,2,4,0.0,0.0,0.0,1.0,315000.0
33.0,300.0,6.0,4,2,1,0.0,0.0,0.0,1.0,3000000.0
6.0,300.0,4.0,4,1,1,0.0,0.0,0.0,1.0,100000.0
33.0,113.0,3.0,2,1,1,0.0,0.0,0.0,1.0,680000.0
33.0,250.0,4.0,3,1,1,0.0,0.0,0.0,1.0,1250000.0
33.0,152.0,3.0,2,1,1,0.0,0.0,0.0,1.0,920000.0
9.0,187.0,5.0,4,1,2,0.0,0.0,0.0,1.0,460000.0
33.0,130.0,2.0,2,1,3,0.0,0.0,0.0,1.0,550000.0
21.0,134.2,3.0,3,1,1,0.0,0.0,0.0,1.0,550000.0
62.0,232.0,4.0,4,2,1,0.0,0.0,0.0,1.0,1200000.0
33.0,96.0,2.0,2,1,1,0.0,0.0,0.0,1.0,270000.0
9.0,90.0,3.0,2,1,3,0.0,0.0,0.0,1.0,230000.0
21.0,165.0,4.0,3,1,3,0.0,0.0,0.0,1.0,640000.0
6.0,65.0,3.0,2,1,4,0.0,0.0,0.0,1.0,140000.0
4.0,113.0,3.0,2,1,4,0.0,0.0,0.0,1.0,200000.0
29.0,100.0,4.0,3,1,2,0.0,0.0,0.0,1.0,200000.0
33.0,90.0,3.0,2,1,2,0.0,0.0,0.0,1.0,320000.0
33.0,152.0,4.0,3,1,1,0.0,0.0,0.0,1.0,555000.0
33.0,90.0,2.0,2,1,2,0.0,0.0,0.0,1.0,300000.0
4.0,82.0,3.0,2,1,1,0.0,0.0,0.0,1.0,145000.0
34.0,100.0,5.0,3,1,5,0.0,0.0,0.0,1.0,120000.0
9.0,140.0,3.0,3,2,5,0.0,0.0,0.0,1.0,390000.0
27.0,70.0,5.0,3,1,1,0.0,0.0,0.0,1.0,135000.0
6.0,70.0,4.0,2,1,1,0.0,0.0,0.0,1.0,100000.0
6.0,300.0,9.0,9,1,4,0.0,0.0,0.0,1.0,620000.0
57.0,57.44,2.0,2,1,1,0.0,0.0,0.0,1.0,150000.0
21.0,85.0,3.0,2,1,1,0.0,0.0,0.0,1.0,380000.0
6.0,97.0,3.0,3,1,1,0.0,0.0,0.0,1.0,165000.0
40.0,105.0,4.0,4,2,2,0.0,0.0,0.0,1.0,185000.0
33.0,84.87,2.0,1,1,7,0.0,0.0,0.0,1.0,350000.0
33.0,207.0,4.0,3,1,2,0.0,0.0,0.0,1.0,790000.0
35.0,53.0,1.0,1,1,1,0.0,0.0,0.0,1.0,220000.0
9.0,85.0,4.0,2,1,3,0.0,0.0,0.0,1.0,240000.0
33.0,178.07999999999998,5.0,3,2,2,0.0,0.0,0.0,1.0,550000.0
37.0,90.0,3.0,2,1,1,0.0,0.0,0.0,1.0,140000.0
20.0,97.0,3.0,2,1,4,0.0,0.0,0.0,1.0,280000.0
62.0,73.0,2.0,2,1,3,0.0,0.0,0.0,1.0,295000.0
21.0,198.0,3.0,2,2,2,0.0,0.0,0.0,1.0,710000.0
23.0,300.0,6.0,5,2,2,0.0,0.0,0.0,1.0,100000.0
29.0,165.0,5.0,4,2,6,0.0,0.0,0.0,1.0,485000.0
33.0,118.0,2.0,1,1,1,0.0,0.0,0.0,1.0,800000.0
33.0,147.0,4.0,3,1,1,0.0,0.0,0.0,1.0,420000.0
9.0,200.0,5.0,4,2,1,0.0,0.0,0.0,1.0,560000.0
33.0,63.0,2.0,1,1,1,0.0,0.0,0.0,1.0,340000.0
57.0,110.0,4.0,3,2,3,0.0,0.0,0.0,1.0,420000.0
33.0,52.0,1.0,1,1,5,0.0,0.0,0.0,1.0,167000.0
9.0,200.0,5.0,4,3,2,0.0,0.0,0.0,1.0,420000.0
33.0,90.0,2.0,1,1,2,0.0,0.0,0.0,1.0,270000.0
33.0,242.0,3.0,2,1,1,0.0,0.0,0.0,1.0,693000.0
33.0,115.0,3.0,2,2,4,0.0,0.0,0.0,1.0,440000.0
33.0,176.0,4.0,3,2,1,0.0,0.0,0.0,1.0,275000.0
6.0,50.0,2.0,1,1,2,0.0,0.0,0.0,1.0,150000.0
6.0,75.0,3.0,3,1,3,0.0,0.0,0.0,1.0,100000.0
29.0,77.0,4.0,3,1,2,0.0,0.0,0.0,1.0,200000.0
33.0,50.0,2.0,1,1,2,0.0,0.0,0.0,1.0,100000.0
33.0,100.0,3.0,2,1,1,0.0,0.0,0.0,1.0,120000.0
35.0,110.0,2.0,2,1,1,0.0,0.0,0.0,1.0,300000.0
33.0,100.0,3.0,2,1,1,0.0,0.0,0.0,1.0,100000.0
33.0,100.0,2.0,1,1,1,0.0,0.0,0.0,1.0,100000.0
9.0,127.0,3.0,2,2,4,0.0,0.0,0.0,1.0,399000.0
33.0,120.0,6.0,4,1,1,0.0,0.0,0.0,1.0,330000.0
33.0,178.0,4.0,4,1,1,0.0,0.0,0.0,1.0,630000.0
9.0,200.0,7.0,3,2,1,0.0,0.0,0.0,1.0,520000.0
9.0,128.0,4.0,3,1,1,0.0,0.0,0.0,1.0,450000.0
33.0,260.0,5.0,4,3,1,0.0,0.0,0.0,1.0,650000.0
52.0,152.0,4.0,3,2,1,0.0,0.0,0.0,1.0,520000.0
33.0,202.0,4.0,3,2,1,0.0,0.0,0.0,1.0,730000.0
21.0,117.0,2.0,2,1,2,0.0,0.0,0.0,1.0,406000.0
33.0,50.0,1.0,1,1,8,0.0,0.0,0.0,1.0,330000.0
21.0,117.0,2.0,2,2,1,0.0,0.0,0.0,1.0,410000.0
33.0,174.0,4.0,3,2,9,0.0,0.0,0.0,1.0,850000.0
33.0,110.0,4.0,3,1,2,0.0,0.0,0.0,1.0,360000.0
